Name,FileName,ExportName,TileWidth,TileHeight,Capacity,UpgradeRequirement,ShopIconExportName,BrokenPartCount,BrokenExportName,EffectExportName,CollectionTool1,CollectionTool2,CollectionTool3,TapSound,CollectSound,FullIconExportName,TID
,,silo_04,,,5150,122,,,,,,,,,,,
,,silo_04,,,5200,123,,,,,,,,,,,
,,silo_04,,,5250,124,,,,,,,,,,,
,,silo_04,,,5300,125,,,,,,,,,,,
,,silo_04,,,5350,126,,,,,,,,,,,
,,silo_04,,,5400,127,,,,,,,,,,,
,,silo_04,,,5450,128,,,,,,,,,,,
,,silo_04,,,5500,129,,,,,,,,,,,
,,silo_04,,,5550,130,,,,,,,,,,,
,,silo_04,,,5600,131,,,,,,,,,,,
,,silo_04,,,5650,132,,,,,,,,,,,
,,silo_04,,,5700,133,,,,,,,,,,,
,,silo_04,,,5750,134,,,,,,,,,,,
,,silo_04,,,5800,135,,,,,,,,,,,
,,silo_04,,,5850,136,,,,,,,,,,,
,,silo_04,,,5900,137,,,,,,,,,,,
,,silo_04,,,5950,138,,,,,,,,,,,
,,silo_04,,,6000,139,,,,,,,,,,,
,,silo_04,,,6050,140,,,,,,,,,,,
,,silo_04,,,6100,141,,,,,,,,,,,
,,silo_04,,,6150,142,,,,,,,,,,,
,,silo_04,,,6200,143,,,,,,,,,,,
,,silo_04,,,6250,144,,,,,,,,,,,
,,silo_04,,,6300,145,,,,,,,,,,,
,,silo_04,,,6350,146,,,,,,,,,,,
,,silo_04,,,6400,147,,,,,,,,,,,
,,silo_04,,,6450,148,,,,,,,,,,,
,,silo_04,,,6500,149,,,,,,,,,,,
,,silo_04,,,6550,150,,,,,,,,,,,
,,silo_04,,,6600,151,,,,,,,,,,,
,,silo_04,,,6650,152,,,,,,,,,,,
,,silo_04,,,6700,153,,,,,,,,,,,
,,silo_04,,,6750,154,,,,,,,,,,,
,,silo_04,,,6800,155,,,,,,,,,,,
,,silo_04,,,6850,156,,,,,,,,,,,
,,silo_04,,,6900,157,,,,,,,,,,,
,,silo_04,,,6950,158,,,,,,,,,,,
,,silo_04,,,7000,159,,,,,,,,,,,
,,silo_04,,,7050,160,,,,,,,,,,,
,,silo_04,,,7100,161,,,,,,,,,,,
,,silo_04,,,7150,162,,,,,,,,,,,
,,silo_04,,,7200,163,,,,,,,,,,,
,,silo_04,,,7250,164,,,,,,,,,,,
,,silo_04,,,7300,165,,,,,,,,,,,
,,silo_04,,,7350,166,,,,,,,,,,,
,,silo_04,,,7400,167,,,,,,,,,,,
,,silo_04,,,7450,168,,,,,,,,,,,
,,silo_04,,,7500,169,,,,,,,,,,,
,,silo_04,,,7550,170,,,,,,,,,,,
,,silo_04,,,7600,171,,,,,,,,,,,
,,silo_04,,,7650,172,,,,,,,,,,,
,,silo_04,,,7700,173,,,,,,,,,,,
,,silo_04,,,7750,174,,,,,,,,,,,
,,silo_04,,,7800,175,,,,,,,,,,,
,,silo_04,,,7850,176,,,,,,,,,,,
,,silo_04,,,7900,177,,,,,,,,,,,
,,silo_04,,,7950,178,,,,,,,,,,,
,,silo_04,,,8000,179,,,,,,,,,,,
,,silo_04,,,8050,180,,,,,,,,,,,
,,silo_04,,,8100,181,,,,,,,,,,,
,,silo_04,,,8150,182,,,,,,,,,,,
,,silo_04,,,8200,183,,,,,,,,,,,
,,silo_04,,,8250,184,,,,,,,,,,,
,,silo_04,,,8300,185,,,,,,,,,,,
,,silo_04,,,8350,186,,,,,,,,,,,
,,silo_04,,,8400,187,,,,,,,,,,,
,,silo_04,,,8450,188,,,,,,,,,,,
,,silo_04,,,8500,189,,,,,,,,,,,
,,silo_04,,,8550,190,,,,,,,,,,,
,,silo_04,,,8600,191,,,,,,,,,,,
,,silo_04,,,8650,192,,,,,,,,,,,
,,silo_04,,,8700,193,,,,,,,,,,,
,,silo_04,,,8750,194,,,,,,,,,,,
,,silo_04,,,8800,195,,,,,,,,,,,
,,silo_04,,,8850,196,,,,,,,,,,,
,,silo_04,,,8900,197,,,,,,,,,,,
,,silo_04,,,8950,198,,,,,,,,,,,
,,silo_04,,,9000,199,,,,,,,,,,,
,,silo_04,,,9050,200,,,,,,,,,,,
,,silo_04,,,9100,201,,,,,,,,,,,
,,silo_04,,,9150,202,,,,,,,,,,,
,,silo_04,,,9200,203,,,,,,,,,,,
,,silo_04,,,9250,204,,,,,,,,,,,
,,silo_04,,,9300,205,,,,,,,,,,,
,,silo_04,,,9350,206,,,,,,,,,,,
,,silo_04,,,9400,207,,,,,,,,,,,
,,silo_04,,,9450,208,,,,,,,,,,,
,,silo_04,,,9500,209,,,,,,,,,,,
,,silo_04,,,9550,210,,,,,,,,,,,
,,silo_04,,,9600,211,,,,,,,,,,,
,,silo_04,,,9650,212,,,,,,,,,,,
,,silo_04,,,9700,213,,,,,,,,,,,
,,silo_04,,,9750,214,,,,,,,,,,,
,,silo_04,,,9800,215,,,,,,,,,,,
,,silo_04,,,9850,216,,,,,,,,,,,
,,silo_04,,,9900,217,,,,,,,,,,,
,,silo_04,,,9950,218,,,,,,,,,,,
,,silo_04,,,10000,219,,,,,,,,,,,
,,silo_04,,,10050,220,,,,,,,,,,,
,,silo_04,,,10100,221,,,,,,,,,,,
,,silo_04,,,10150,222,,,,,,,,,,,
,,silo_04,,,10200,223,,,,,,,,,,,
,,silo_04,,,10250,224,,,,,,,,,,,
,,silo_04,,,10300,225,,,,,,,,,,,
,,silo_04,,,10350,226,,,,,,,,,,,
,,silo_04,,,10400,227,,,,,,,,,,,
,,silo_04,,,10450,228,,,,,,,,,,,
,,silo_04,,,10500,229,,,,,,,,,,,
,,silo_04,,,10550,230,,,,,,,,,,,
,,silo_04,,,10600,231,,,,,,,,,,,
,,silo_04,,,10650,232,,,,,,,,,,,
,,silo_04,,,10700,233,,,,,,,,,,,
,,silo_04,,,10750,234,,,,,,,,,,,
,,silo_04,,,10800,235,,,,,,,,,,,
,,silo_04,,,10850,236,,,,,,,,,,,
,,silo_04,,,10900,237,,,,,,,,,,,
,,silo_04,,,10950,238,,,,,,,,,,,
,,silo_04,,,11000,239,,,,,,,,,,,
,,silo_04,,,11050,240,,,,,,,,,,,
,,silo_04,,,11100,241,,,,,,,,,,,
,,silo_04,,,11150,242,,,,,,,,,,,
,,silo_04,,,11200,243,,,,,,,,,,,
,,silo_04,,,11250,244,,,,,,,,,,,
,,silo_04,,,11300,245,,,,,,,,,,,
,,silo_04,,,11350,246,,,,,,,,,,,
,,silo_04,,,11400,247,,,,,,,,,,,
,,silo_04,,,11450,248,,,,,,,,,,,
,,silo_04,,,11500,249,,,,,,,,,,,
,,silo_04,,,11550,250,,,,,,,,,,,
,,silo_04,,,11600,251,,,,,,,,,,,
,,silo_04,,,11650,252,,,,,,,,,,,
,,silo_04,,,11700,253,,,,,,,,,,,
,,silo_04,,,11750,254,,,,,,,,,,,
,,silo_04,,,11800,255,,,,,,,,,,,
,,silo_04,,,11850,256,,,,,,,,,,,
,,silo_04,,,11900,257,,,,,,,,,,,
,,silo_04,,,11950,258,,,,,,,,,,,
,,silo_04,,,12000,259,,,,,,,,,,,
,,silo_04,,,12050,260,,,,,,,,,,,
,,silo_04,,,12100,261,,,,,,,,,,,
,,silo_04,,,12150,262,,,,,,,,,,,
,,silo_04,,,12200,263,,,,,,,,,,,
,,silo_04,,,12250,264,,,,,,,,,,,
,,silo_04,,,12300,265,,,,,,,,,,,
,,silo_04,,,12350,266,,,,,,,,,,,
,,silo_04,,,12400,267,,,,,,,,,,,
,,silo_04,,,12450,268,,,,,,,,,,,
,,silo_04,,,12500,269,,,,,,,,,,,
,,silo_04,,,12550,270,,,,,,,,,,,
,,silo_04,,,12600,271,,,,,,,,,,,
,,silo_04,,,12650,272,,,,,,,,,,,
,,silo_04,,,12700,273,,,,,,,,,,,
,,silo_04,,,12750,274,,,,,,,,,,,
,,silo_04,,,12800,275,,,,,,,,,,,
,,silo_04,,,12850,276,,,,,,,,,,,
,,silo_04,,,12900,277,,,,,,,,,,,
,,silo_04,,,12950,278,,,,,,,,,,,
,,silo_04,,,13000,279,,,,,,,,,,,
,,silo_04,,,13050,280,,,,,,,,,,,
,,silo_04,,,13100,281,,,,,,,,,,,
,,silo_04,,,13150,282,,,,,,,,,,,
,,silo_04,,,13200,283,,,,,,,,,,,
,,silo_04,,,13250,284,,,,,,,,,,,
,,silo_04,,,13300,285,,,,,,,,,,,
,,silo_04,,,13350,286,,,,,,,,,,,
,,silo_04,,,13400,287,,,,,,,,,,,
,,silo_04,,,13450,288,,,,,,,,,,,
,,silo_04,,,13500,289,,,,,,,,,,,
,,silo_04,,,13550,290,,,,,,,,,,,
,,silo_04,,,13600,291,,,,,,,,,,,
,,silo_04,,,13650,292,,,,,,,,,,,
,,silo_04,,,13700,293,,,,,,,,,,,
,,silo_04,,,13750,294,,,,,,,,,,,
,,silo_04,,,13800,295,,,,,,,,,,,
,,silo_04,,,13850,296,,,,,,,,,,,
,,silo_04,,,13900,297,,,,,,,,,,,
,,silo_04,,,13950,298,,,,,,,,,,,
,,silo_04,,,14000,299,,,,,,,,,,,
,,silo_04,,,14050,300,,,,,,,,,,,
,,silo_04,,,14100,301,,,,,,,,,,,
,,silo_04,,,14150,302,,,,,,,,,,,
,,silo_04,,,14200,303,,,,,,,,,,,
,,silo_04,,,14250,304,,,,,,,,,,,
,,silo_04,,,14300,305,,,,,,,,,,,
,,silo_04,,,14350,306,,,,,,,,,,,
,,silo_04,,,14400,307,,,,,,,,,,,
,,silo_04,,,14450,308,,,,,,,,,,,
,,silo_04,,,14500,309,,,,,,,,,,,
,,silo_04,,,14550,310,,,,,,,,,,,
,,silo_04,,,14600,311,,,,,,,,,,,
,,silo_04,,,14650,312,,,,,,,,,,,
,,silo_04,,,14700,313,,,,,,,,,,,
,,silo_04,,,14750,314,,,,,,,,,,,
,,silo_04,,,14800,315,,,,,,,,,,,
,,silo_04,,,14850,316,,,,,,,,,,,
,,silo_04,,,14900,317,,,,,,,,,,,
,,silo_04,,,14950,318,,,,,,,,,,,
,,silo_04,,,15000,319,,,,,,,,,,,
,,silo_04,,,15050,320,,,,,,,,,,,
,,silo_04,,,15100,321,,,,,,,,,,,
,,silo_04,,,15150,322,,,,,,,,,,,
,,silo_04,,,15200,323,,,,,,,,,,,
,,silo_04,,,15250,324,,,,,,,,,,,
,,silo_04,,,15300,325,,,,,,,,,,,
,,silo_04,,,15350,326,,,,,,,,,,,
,,silo_04,,,15400,327,,,,,,,,,,,
,,silo_04,,,15450,328,,,,,,,,,,,
,,silo_04,,,15500,329,,,,,,,,,,,
,,silo_04,,,15550,330,,,,,,,,,,,
,,silo_04,,,15600,331,,,,,,,,,,,
,,silo_04,,,15650,332,,,,,,,,,,,
,,silo_04,,,15700,333,,,,,,,,,,,
,,silo_04,,,15750,334,,,,,,,,,,,
,,silo_04,,,15800,335,,,,,,,,,,,
,,silo_04,,,15850,336,,,,,,,,,,,
,,silo_04,,,15900,337,,,,,,,,,,,
,,silo_04,,,15950,338,,,,,,,,,,,
,,silo_04,,,16000,339,,,,,,,,,,,
,,silo_04,,,16050,340,,,,,,,,,,,
,,silo_04,,,16100,341,,,,,,,,,,,
,,silo_04,,,16150,342,,,,,,,,,,,
,,silo_04,,,16200,343,,,,,,,,,,,
,,silo_04,,,16250,344,,,,,,,,,,,
,,silo_04,,,16300,345,,,,,,,,,,,
,,silo_04,,,16350,346,,,,,,,,,,,
,,silo_04,,,16400,347,,,,,,,,,,,
,,silo_04,,,16450,348,,,,,,,,,,,
,,silo_04,,,16500,349,,,,,,,,,,,
,,silo_04,,,16550,350,,,,,,,,,,,
,,silo_04,,,16600,351,,,,,,,,,,,
,,silo_04,,,16650,352,,,,,,,,,,,
,,silo_04,,,16700,353,,,,,,,,,,,
,,silo_04,,,16750,354,,,,,,,,,,,
,,silo_04,,,16800,355,,,,,,,,,,,
,,silo_04,,,16850,356,,,,,,,,,,,
,,silo_04,,,16900,357,,,,,,,,,,,
,,silo_04,,,16950,358,,,,,,,,,,,
,,silo_04,,,17000,359,,,,,,,,,,,
,,silo_04,,,17050,360,,,,,,,,,,,
,,silo_04,,,17100,361,,,,,,,,,,,
,,silo_04,,,17150,362,,,,,,,,,,,
,,silo_04,,,17200,363,,,,,,,,,,,
,,silo_04,,,17250,364,,,,,,,,,,,
,,silo_04,,,17300,365,,,,,,,,,,,
,,silo_04,,,17350,366,,,,,,,,,,,
,,silo_04,,,17400,367,,,,,,,,,,,
,,silo_04,,,17450,368,,,,,,,,,,,
,,silo_04,,,17500,369,,,,,,,,,,,
,,silo_04,,,17550,370,,,,,,,,,,,
,,silo_04,,,17600,371,,,,,,,,,,,
,,silo_04,,,17650,372,,,,,,,,,,,
,,silo_04,,,17700,373,,,,,,,,,,,
,,silo_04,,,17750,374,,,,,,,,,,,
,,silo_04,,,17800,375,,,,,,,,,,,
,,silo_04,,,17850,376,,,,,,,,,,,
,,silo_04,,,17900,377,,,,,,,,,,,
,,silo_04,,,17950,378,,,,,,,,,,,
,,silo_04,,,18000,379,,,,,,,,,,,
,,silo_04,,,18050,380,,,,,,,,,,,
,,silo_04,,,18100,381,,,,,,,,,,,
,,silo_04,,,18150,382,,,,,,,,,,,
,,silo_04,,,18200,383,,,,,,,,,,,
,,silo_04,,,18250,384,,,,,,,,,,,
,,silo_04,,,18300,385,,,,,,,,,,,
,,silo_04,,,18350,386,,,,,,,,,,,
,,silo_04,,,18400,387,,,,,,,,,,,
,,silo_04,,,18450,388,,,,,,,,,,,
,,silo_04,,,18500,389,,,,,,,,,,,
,,silo_04,,,18550,390,,,,,,,,,,,
,,silo_04,,,18600,391,,,,,,,,,,,
,,silo_04,,,18650,392,,,,,,,,,,,
,,silo_04,,,18700,393,,,,,,,,,,,
,,silo_04,,,18750,394,,,,,,,,,,,
,,silo_04,,,18800,395,,,,,,,,,,,
,,silo_04,,,18850,396,,,,,,,,,,,
,,silo_04,,,18900,397,,,,,,,,,,,
,,silo_04,,,18950,398,,,,,,,,,,,
,,silo_04,,,19000,399,,,,,,,,,,,
,,silo_04,,,19050,400,,,,,,,,,,,
,,silo_04,,,19100,401,,,,,,,,,,,
,,silo_04,,,19150,402,,,,,,,,,,,
,,silo_04,,,19200,403,,,,,,,,,,,
,,silo_04,,,19250,404,,,,,,,,,,,
,,silo_04,,,19300,405,,,,,,,,,,,
,,silo_04,,,19350,406,,,,,,,,,,,
,,silo_04,,,19400,407,,,,,,,,,,,
,,silo_04,,,19450,408,,,,,,,,,,,
,,silo_04,,,19500,409,,,,,,,,,,,
,,silo_04,,,19550,410,,,,,,,,,,,
,,silo_04,,,19600,411,,,,,,,,,,,
,,silo_04,,,19650,412,,,,,,,,,,,
,,silo_04,,,19700,413,,,,,,,,,,,
,,silo_04,,,19750,414,,,,,,,,,,,
,,silo_04,,,19800,415,,,,,,,,,,,
,,silo_04,,,19850,416,,,,,,,,,,,
,,silo_04,,,19900,417,,,,,,,,,,,
,,silo_04,,,19950,418,,,,,,,,,,,
,,silo_04,,,20000,419,,,,,,,,,,,
,,silo_04,,,20050,420,,,,,,,,,,,
,,silo_04,,,20100,421,,,,,,,,,,,
,,silo_04,,,20150,422,,,,,,,,,,,
,,silo_04,,,20200,423,,,,,,,,,,,
,,silo_04,,,20250,424,,,,,,,,,,,
,,silo_04,,,20300,425,,,,,,,,,,,
,,silo_04,,,20350,426,,,,,,,,,,,
,,silo_04,,,20400,427,,,,,,,,,,,
,,silo_04,,,20450,428,,,,,,,,,,,
,,silo_04,,,20500,429,,,,,,,,,,,
,,silo_04,,,20550,430,,,,,,,,,,,
,,silo_04,,,20600,431,,,,,,,,,,,
,,silo_04,,,20650,432,,,,,,,,,,,
,,silo_04,,,20700,433,,,,,,,,,,,
,,silo_04,,,20750,434,,,,,,,,,,,
,,silo_04,,,20800,435,,,,,,,,,,,
,,silo_04,,,20850,436,,,,,,,,,,,
,,silo_04,,,20900,437,,,,,,,,,,,
,,silo_04,,,20950,438,,,,,,,,,,,
,,silo_04,,,21000,439,,,,,,,,,,,
,,silo_04,,,21050,440,,,,,,,,,,,
,,silo_04,,,21100,441,,,,,,,,,,,
,,silo_04,,,21150,442,,,,,,,,,,,
,,silo_04,,,21200,443,,,,,,,,,,,
,,silo_04,,,21250,444,,,,,,,,,,,
,,silo_04,,,21300,445,,,,,,,,,,,
,,silo_04,,,21350,446,,,,,,,,,,,
,,silo_04,,,21400,447,,,,,,,,,,,
,,silo_04,,,21450,448,,,,,,,,,,,
,,silo_04,,,21500,449,,,,,,,,,,,
,,silo_04,,,21550,450,,,,,,,,,,,
,,silo_04,,,21600,451,,,,,,,,,,,
,,silo_04,,,21650,452,,,,,,,,,,,
,,silo_04,,,21700,453,,,,,,,,,,,
,,silo_04,,,21750,454,,,,,,,,,,,
,,silo_04,,,21800,455,,,,,,,,,,,
,,silo_04,,,21850,456,,,,,,,,,,,
,,silo_04,,,21900,457,,,,,,,,,,,
,,silo_04,,,21950,458,,,,,,,,,,,
,,silo_04,,,22000,459,,,,,,,,,,,
,,silo_04,,,22050,460,,,,,,,,,,,
,,silo_04,,,22100,461,,,,,,,,,,,
,,silo_04,,,22150,462,,,,,,,,,,,
,,silo_04,,,22200,463,,,,,,,,,,,
,,silo_04,,,22250,464,,,,,,,,,,,
,,silo_04,,,22300,465,,,,,,,,,,,
,,silo_04,,,22350,466,,,,,,,,,,,
,,silo_04,,,22400,467,,,,,,,,,,,
,,silo_04,,,22450,468,,,,,,,,,,,
,,silo_04,,,22500,469,,,,,,,,,,,
,,silo_04,,,22550,470,,,,,,,,,,,
,,silo_04,,,22600,471,,,,,,,,,,,
,,silo_04,,,22650,472,,,,,,,,,,,
,,silo_04,,,22700,473,,,,,,,,,,,
,,silo_04,,,22750,474,,,,,,,,,,,
,,silo_04,,,22800,475,,,,,,,,,,,
,,silo_04,,,22850,476,,,,,,,,,,,
,,silo_04,,,22900,477,,,,,,,,,,,
,,silo_04,,,22950,478,,,,,,,,,,,
,,silo_04,,,23000,479,,,,,,,,,,,
,,silo_04,,,23050,480,,,,,,,,,,,
,,silo_04,,,23100,481,,,,,,,,,,,
,,silo_04,,,23150,482,,,,,,,,,,,
,,silo_04,,,23200,483,,,,,,,,,,,
,,silo_04,,,23250,484,,,,,,,,,,,
,,silo_04,,,23300,485,,,,,,,,,,,
,,silo_04,,,23350,486,,,,,,,,,,,
,,silo_04,,,23400,487,,,,,,,,,,,
,,silo_04,,,23450,488,,,,,,,,,,,
,,silo_04,,,23500,489,,,,,,,,,,,
,,silo_04,,,23550,490,,,,,,,,,,,
,,silo_04,,,23600,491,,,,,,,,,,,
,,silo_04,,,23650,492,,,,,,,,,,,
,,silo_04,,,23700,493,,,,,,,,,,,
,,silo_04,,,23750,494,,,,,,,,,,,
,,silo_04,,,23800,495,,,,,,,,,,,
,,silo_04,,,23850,496,,,,,,,,,,,
,,silo_04,,,23900,497,,,,,,,,,,,
,,silo_04,,,23950,498,,,,,,,,,,,
,,silo_04,,,24000,499,,,,,,,,,,,
,,silo_04,,,24050,500,,,,,,,,,,,
,,silo_04,,,24100,501,,,,,,,,,,,
,,silo_04,,,24150,502,,,,,,,,,,,
,,silo_04,,,24200,503,,,,,,,,,,,
,,silo_04,,,24250,504,,,,,,,,,,,
,,silo_04,,,24300,505,,,,,,,,,,,
,,silo_04,,,24350,506,,,,,,,,,,,
,,silo_04,,,24400,507,,,,,,,,,,,
,,silo_04,,,24450,508,,,,,,,,,,,
,,silo_04,,,24500,509,,,,,,,,,,,
,,silo_04,,,24550,510,,,,,,,,,,,
,,silo_04,,,24600,511,,,,,,,,,,,
,,silo_04,,,24650,512,,,,,,,,,,,
,,silo_04,,,24700,513,,,,,,,,,,,
,,silo_04,,,24750,514,,,,,,,,,,,
,,silo_04,,,24800,515,,,,,,,,,,,
,,silo_04,,,24850,516,,,,,,,,,,,
,,silo_04,,,24900,517,,,,,,,,,,,
,,silo_04,,,24950,518,,,,,,,,,,,
,,silo_04,,,25000,519,,,,,,,,,,,
