Name,TID,GameObject,Part,FileName,ExportName,TintPart,MulColorR,MulColorG,MulColorB,AddColorR,AddColorG,AddColorB,Price,DiamondPrice,Vouchers,VoucherCount,Default,Disabled,TutorialPart,BuyBackCoinPrice,ExcludeFromNormalStock
BuildingCountryWhite,TID_COUNTRY_WHITE,Home,Building,sc/whitehouse_skins.sc,home_building_country,Tint01,100,100,100,10,10,10,,,Voucher3,5,,,,,
,,,,,,Tint02,100,100,100,0,0,0,,,Voucher4,5,,,,,
BuildingHalfnhalfBlue,TID_HALFNHALF_BLUE,Home,Building,sc/whitehouse_skins.sc,home_building_halfnhalf,Tint01,100,90,90,0,0,0,,25,,,,,,250000,
,,,,,,Tint02,25,30,30,0,20,60,,,,,,,,,
BuildingHalfnhalfOld,TID_HALFNHALF_OLD,Home,Building,sc/whitehouse_skins.sc,home_building_halfnhalf,Tint01,100,50,50,30,100,10,250000,,,,,,,,
,,,,,,Tint02,60,60,40,0,40,10,,,,,,,,,
BuildingHalfnhalfRetirement,TID_HALFNHALF_RETIREMENT,Home,Building,sc/whitehouse_skins.sc,home_building_halfnhalf,Tint01,100,100,80,20,10,0,,,Voucher1,40,,,,,
,,,,,,Tint02,55,30,30,0,20,60,,,Voucher3,10,,,,,
BuildingCuteBlue,TID_CUTE_BLUE,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,80,80,80,0,55,65,,,Voucher1,90,,,,,
,,,,,,,,,,,,,,,Voucher2,10,,,,,
BuildingCutePastelPink,TID_CUTE_PASTEL_PINK,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,80,80,80,60,0,10,500000,,,,,,,,
BuildingCuteGreen,TID_CUTE_GREEN,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,40,70,40,30,60,40,,,Voucher1,50,,,,,
BuildingCuteGrey,TID_CUTE_GREY,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,70,70,70,0,0,10,80000,,,,,,,,
BuildingCutePurple,TID_CUTE_PURPLE,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,20,40,40,55,0,40,,,Voucher2,20,,,,,
,,,,,,,,,,,,,,,Voucher3,10,,,,,
BuildingCuteYellow,TID_CUTE_YELLOW,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,100,100,50,40,10,0,100000,,,,,,,,
BuildingCuteRed,TID_CUTE_RED,Home,Building,sc/whitehouse_skins.sc,home_building_cute,Tint01,90,40,10,20,0,60,,20,,,,,,200000,
BuildingGasthouse,TID_GASTHOUSE,Home,Building,sc/whitehouse_skins.sc,home_building_gasthouse,,,,,,,,100,,,,,,,,
BuildingPlanksYellow,TID_PLANKS_YELLOW,Home,Building,sc/whitehouse_skins.sc,home_building_planks,Tint01,100,80,0,80,80,0,,15,,,,,,150000,
BuildingPlanks2,TID_PLANKS2,Home,Building,sc/whitehouse_skins.sc,home_building_planks,Tint01,80,80,80,10,60,30,50000,,,,,,TRUE,,
BuildingPlanks3,TID_PLANKS3,Home,Building,sc/whitehouse_skins.sc,home_building_planks,Tint01,100,100,50,30,0,50,,,Voucher1,15,,,,,
BuildingPlanks4,TID_PLANKS4,Home,Building,sc/whitehouse_skins.sc,home_building_planks,Tint01,50,60,0,0,60,0,50000,,,,,,,,
BuildingPlanks5,TID_PLANKS5,Home,Building,sc/whitehouse_skins.sc,home_building_planks,Tint01,100,20,20,30,10,0,,,Voucher1,30,,,,,
,,,,,,,,,,,,,,,Voucher4,2,,,,,
BuildingRustic,TID_RUSTIC,Home,Building,sc/whitehouse_skins.sc,home_building_rustic,,,,,,,,,,Voucher2,70,,,,,
,,,,,,,,,,,,,,,Voucher3,10,,,,,
BuildingCabin02White,TID_CABIN02_WHITE,Home,Building,sc/whitehouse_skins.sc,home_building_cabin02,Tint01,100,100,100,0,0,0,480000,,,,,,,,
,,,,,,Tint02,100,100,100,0,0,0,,,,,,,,,
BuildingCabin02Green,TID_CABIN02_GREEN,Home,Building,sc/whitehouse_skins.sc,home_building_cabin02,Tint01,40,40,40,25,45,0,320000,,,,,,,,
,,,,,,Tint02,15,15,15,50,20,0,,,,,,,,,
PorchOriginal,TID_PORCH_ORIGINAL,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_original,,,,,,,,1000,,,,TRUE,,,,
PorchCountry,TID_PORCH_COUNTRY,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_country,,,,,,,,,50,,,,,,500000,
PorchBasicSheep,TID_PORCH_BASIC_SHEEP,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_basic,,,,,,,,75000,,,,,,,,
PorchBasicCow,TID_PORCH_BASIC_COW,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_basic02,,,,,,,,,,Voucher1,50,,,,,
PorchCute,TID_PORCH_CUTE,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_cute,,,,,,,,,25,,,,,,250000,
PorchGuesthouse,TID_PORCH_GUESTHOUSE,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_gasthouse,,,,,,,,,,Voucher1,70,,,,,
,,,,,,,,,,,,,,,Voucher2,10,,,,,
PorchOriginalExtended,TID_PORCH_ORIGINAL_EXTENDED,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_original_extended,,,,,,,,,,Voucher1,10,,,TRUE,,
,,,,,,,,,,,,,,,Voucher3,3,,,,,
PorchPosh,TID_PORCH_POSH,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_posh,,,,,,,,,,Voucher1,95,,,,,
,,,,,,,,,,,,,,,Voucher4,5,,,,,
PorchRustic,TID_PORCH_RUSTIC,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_rustic,,,,,,,,330000,,,,,,,,
PorchBridgeDitch1,TID_PORCH_BRIDGE_DITCH1,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_bridge_ditch,,,,,,,,500000,,,,,,,,
PorchStable1,TID_PORCH_STABLE1,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_stable,,,,,,,,100,,,,,,,,
PortchDoc,TID_PORTCH_DOC,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_doc,,,,,,,,,,Voucher2,30,,,,,
,,,,,,,,,,,,,,,Voucher3,5,,,,,
PorchOvergrown,TID_PORCH_OVERGROWN,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_overgrown,,,,,,,,200000,,,,,,,,
RoofOriginalBoringBlack,TID_ROOF_ORIGINAL_BORING_BLACK,Home,Roof,sc/whitehouse_skins.sc,home_roof_original,TintRoof,55,55,65,0,0,0,1000,,,,TRUE,,,,
RoofOriginalKindaRed,TID_ROOF_ORIGINAL_KINDA_RED,Home,Roof,sc/whitehouse_skins.sc,home_roof_original,TintRoof,100,50,20,20,0,60,,,Voucher2,25,,,,,
,,,,,,,,,,,,,,,Voucher3,5,,,,,
RoofOriginalBlue,TID_ROOF_ORIGINAL_BLUE,Home,Roof,sc/whitehouse_skins.sc,home_roof_original,TintRoof,50,70,70,0,10,70,,10,,,,,,100000,
RoofOriginalSpookyPurple,TID_ROOF_ORIGINAL_SPOOKY_PURPLE,Home,Roof,sc/whitehouse_skins.sc,home_roof_original,TintRoof,50,60,60,60,20,60,,,Voucher1,5,,,,,
,,,,,,,,,,,,,,,Voucher2,5,,,,,
RoofOriginalViolet,TID_ROOF_ORIGINAL_VIOLET,Home,Roof,sc/whitehouse_skins.sc,home_roof_original,TintRoof,70,70,100,80,0,80,,999,,,,TRUE,,9990000,
RoofOpengableKindaRed,TID_ROOF_OPENGABLE_KINDA_RED,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,90,40,10,20,0,60,450000,,,,,,,,
RoofOpengableBlue,TID_ROOF_OPENGABLE_BLUE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,50,50,60,0,10,40,50000,,,,,,TRUE,,
RoofOpengableGreen,TID_ROOF_OPENGABLE_GREEN,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,60,60,40,0,40,10,250000,,,,,,,,
RoofOpengableBlack,TID_ROOF_OPENGABLE_BLACK,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,55,55,65,0,0,0,55000,,,,,,,,
RoofOpengableGold,TID_ROOF_OPENGABLE_GOLD,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,80,90,50,55,0,0,270000,,,,,,,,
RoofOpengableSpookyPurple,TID_ROOF_OPENGABLE_SPOOKY_PURPLE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,40,50,50,50,10,50,,,Voucher1,30,,,,,
,,,,,,,,,,,,,,,Voucher3,20,,,,,
RoofOpengableBrown,TID_ROOF_OPENGABLE_BROWN,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,60,60,55,50,0,0,100,,,,,,,,
RoofOpengablePink,TID_ROOF_OPENGABLE_PINK,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable01,TintRoof,100,70,100,70,0,0,,,Voucher1,35,,,,,
,,,,,,,,,,,,,,,Voucher3,35,,,,,
RoofAtticWindowsRed,TID_ROOF_ATTIC_WINDOWS_RED,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,80,50,50,70,0,0,,10,,,,,,100000,
,,,,,,TintRoof02,80,50,50,70,0,0,,,,,,,,,
RoofAtticWindowsBlue,TID_ROOF_ATTIC_WINDOWS_BLUE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,40,40,60,0,60,100,,,Voucher2,40,,,,,
,,,,,,TintRoof02,40,40,60,0,60,100,,,,,,,,,
RoofAtticWindowsGreen,TID_ROOF_ATTIC_WINDOWS_GREEN,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,60,60,40,0,40,10,120000,,,,,,,,
,,,,,,TintRoof02,60,60,40,0,40,10,,,,,,,,,
RoofAtticWindowsBlack,TID_ROOF_ATTIC_WINDOWS_BLACK,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,55,55,65,0,0,0,,999,,,,TRUE,,9990000,
,,,,,,TintRoof02,55,55,65,0,0,0,,,,,,,,,
RoofAtticWindowsOrange,TID_ROOF_ATTIC_WINDOWS_ORANGE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,70,50,50,90,30,0,,999,,,,TRUE,,9990000,
,,,,,,TintRoof02,70,50,50,90,30,0,,,,,,,,,
RoofAtticWindowsPurple,TID_ROOF_ATTIC_WINDOWS_PURPLE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,50,50,50,70,0,50,150000,,,,,,,,
,,,,,,TintRoof02,50,50,50,70,0,50,,,,,,,,,
RoofAtticWindowsBrown,TID_ROOF_ATTIC_WINDOWS_BROWN,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,60,60,55,50,0,0,,,Voucher1,10,,,,,
,,,,,,TintRoof02,60,60,55,50,0,0,,,,,,,,,
RoofAtticWindowsPink,TID_ROOF_ATTIC_WINDOWS_PINK,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,100,70,100,70,0,0,,999,,,,TRUE,,9990000,
,,,,,,TintRoof02,100,70,100,70,0,0,,,,,,,,,
RoofAtticWindowsBabyBlue,TID_ROOF_ATTIC_WINDOWS_BABY_BLUE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable04_atticwindows,TintRoof,80,80,80,0,55,65,,,Voucher2,100,,,,,
,,,,,,TintRoof02,80,80,80,0,55,65,,,,,,,,,
RoofSpikesBlackAndGold,TID_ROOF_SPIKES_BLACK_AND_GOLD,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable03_spikes,TintRoof,55,60,60,0,0,10,,35,,,,,,350000,
,,,,,,TintSpikes,100,100,50,90,60,0,,,,,,,,,
RoofSpikesGreyAndChrome,TID_ROOF_SPIKES_GREY_AND_CHROME,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable03_spikes,TintRoof,70,70,70,0,0,10,,,Voucher1,75,,,,,
,,,,,,TintSpikes,80,90,90,0,20,20,,,Voucher4,10,,,,,
RoofSpikesBlueAndBlack,TID_ROOF_SPIKES_BLUE_AND_BLACK,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable03_spikes,TintRoof,80,80,80,0,55,65,,,Voucher2,10,,,,,
,,,,,,TintSpikes,55,55,65,0,0,0,,,Voucher4,2,,,,,
RoofSpikesKindaRed,TID_ROOF_SPIKES_KINDA_RED,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable03_spikes,TintRoof,90,40,10,20,0,60,,,Voucher1,50,,,,,
,,,,,,TintSpikes,100,100,100,0,0,0,,,Voucher3,5,,,,,
RoofSpikesWhite,TID_ROOF_SPIKES_WHITE,Home,Roof,sc/whitehouse_skins.sc,home_roof_opengable03_spikes,TintRoof,100,100,100,90,80,80,500000,,,,,,,,
,,,,,,TintSpikes,90,100,60,80,0,0,,,,,,,,,
RoofWoodenPlanksKindaRed,TID_ROOF_WOODEN_PLANKS_KINDA_RED,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,90,40,10,20,0,60,,999,,,,TRUE,,9990000,
RoofWoodenPlanksGreen,TID_ROOF_WOODEN_PLANKS_GREEN,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,60,60,40,0,40,10,,,Voucher1,140,,,,,
RoofWoodenPlanksSpookyPurple,TID_ROOF_WOODEN_PLANKS_SPOOKY_PURPLE,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,40,50,50,50,10,50,,999,,,,TRUE,,9990000,
RoofWoodenPlanksBlack,TID_ROOF_WOODEN_PLANKS_BLACK,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,50,50,50,0,0,0,200000,,,,,,,,
RoofWoodenPlanksBlue,TID_ROOF_WOODEN_PLANKS_BLUE,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,50,50,60,0,10,40,,999,,,,TRUE,,9990000,
RoofWoodenPlanksBrown,TID_ROOF_WOODEN_PLANKS_BROWN,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,55,55,50,50,0,0,,,Voucher1,15,,,,,
,,,,,,,,,,,,,,,Voucher3,3,,,,,
RoofWoodenPlanksLightBrown,TID_ROOF_WOODEN_PLANKS_LIGHT_BROWN,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks,TintRoof,80,80,65,50,10,0,,10,,,,,,100000,
RoofMetalBlack,TID_ROOF_METAL_BLACK,Home,Roof,sc/whitehouse_skins.sc,home_roof_tin_02,TintRoof,50,50,50,0,0,0,,,Voucher1,50,,,,,
,,,,,,,,,,,,,,,Voucher4,5,,,,,
RoofMetalCopperNew,TID_ROOF_METAL_COPPER_NEW,Home,Roof,sc/whitehouse_skins.sc,home_roof_tin_02,TintRoof,80,90,50,55,0,0,,30,,,,,,300000,
RoofMetalCopperOld,TID_ROOF_METAL_COPPER_OLD,Home,Roof,sc/whitehouse_skins.sc,home_roof_tin_02,TintRoof,40,60,40,0,10,30,350000,,,,,,,,
RoofMetalBlue,TID_ROOF_METAL_BLUE,Home,Roof,sc/whitehouse_skins.sc,home_roof_tin_02,TintRoof,40,40,65,0,30,40,,999,,,,TRUE,,9990000,
RoofMetalChrome,TID_ROOF_METAL_CHROME,Home,Roof,sc/whitehouse_skins.sc,home_roof_tin_02,TintRoof,80,90,90,0,20,20,425000,,,,,,,,
RoofStrawYellow,TID_ROOF_STRAW_YELLOW,Home,Roof,sc/whitehouse_skins.sc,home_roof_turf,TintRoof,80,80,50,90,50,0,,15,,,,,,150000,
RoofStrawDarko,TID_ROOF_STRAW_DARKO,Home,Roof,sc/whitehouse_skins.sc,home_roof_turf,TintRoof,90,90,90,30,0,0,75000,,,,,,,,
RoofStrawGreen,TID_ROOF_STRAW_GREEN,Home,Roof,sc/whitehouse_skins.sc,home_roof_turf,TintRoof,100,85,50,0,50,0,400000,,,,,,,,
RoofStrawPink,,Home,Roof,sc/whitehouse_skins.sc,home_roof_turf,TintRoof,100,80,100,90,40,70,,999,,,,TRUE,,9990000,
RoofFlat,TID_ROOF_FLAT,Home,Roof,sc/whitehouse_skins.sc,home_roof_flat,,,,,,,,,45,,,,,,450000,
RoofBirthday,TID_CUSTOMIZATION_BIRTHDAY2021,Home,Roof,sc/whitehouse_skins.sc,home_roof_woodenplanks_birthday,,,,,,,,,,Voucher1,20,,,,,TRUE
,,,,,,,,,,,,,,,Voucher3,5,,,,,
BuildingBirthday,TID_CUSTOMIZATION_BIRTHDAY2021,Home,Building,sc/whitehouse_skins.sc,home_building_birthday,,,,,,,,80000,,,,,,,,TRUE
PorchBirthday,TID_CUSTOMIZATION_BIRTHDAY2021,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_original_birthday,,,,,,,,,15,,,,,,150000,TRUE
RoofHalloween21,TID_CUSTOMIZATION_HALLOWEEN2021,Home,Roof,sc/whitehouse_skins.sc,home_roof_fabric,TintRoof,95,65,0,110,30,0,60000,,,,,,,,TRUE
,,,,,,TintRoof02,80,50,0,45,0,0,,,,,,,,,
,,,,,,TintRoof03,95,65,0,85,25,0,,,,,,,,,
,,,,,,TintRoof04,95,65,0,110,30,0,,,,,,,,,
BuildingHalloween21,TID_CUSTOMIZATION_HALLOWEEN2021,Home,Building,sc/whitehouse_skins.sc,home_building_halloween21,,,,,,,,,15,,,,,,150000,TRUE
PorchHalloween21,TID_CUSTOMIZATION_HALLOWEEN2021,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_halloween21,,,,,,,,,,Voucher2,15,,,,,TRUE
,,,,,,,,,,,,,,,Voucher4,2,,,,,
RoofBirthday22,TID_CUSTOMIZATION_BIRTHDAY2022,Home,Roof,sc/whitehouse_skins.sc,home_roof_birthday22,,,,,,,,10,,,,,,,450000,TRUE
BuildingBirthday22,TID_CUSTOMIZATION_BIRTHDAY2022,Home,Building,sc/whitehouse_skins.sc,home_building_birthday22,,,,,,,,10,,,,,,,150000,TRUE
PorchBirthday22,TID_CUSTOMIZATION_BIRTHDAY2022,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_birthday22,,,,,,,,10,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,
RoofHalloween22,TID_CUSTOMIZATION_HALLOWEEN2022,Home,Roof,sc/whitehouse_skins.sc,home_roof_halloween22,,,,,,,,200000,,,,,,,,TRUE
BuildingHalloween22,TID_CUSTOMIZATION_HALLOWEEN2022,Home,Building,sc/whitehouse_skins.sc,home_building_halloween22,,,,,,,,,15,,,,,,150000,TRUE
PorchHalloween22,TID_CUSTOMIZATION_HALLOWEEN2022,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_halloween22,,,,,,,,,,Voucher1,15,,,,,TRUE
,,,,,,,,,,,,,,,Voucher4,4,,,,,
,,,,,,,,,,,,,,,,,,,,,
RoofWinter22,TID_CUSTOMIZATION_WINTER2022,Home,Roof,sc/whitehouse_skins.sc,home_roof_tin_xmas22,,,,,,,,300000,,,,,,,,TRUE
BuildingWinter22,TID_CUSTOMIZATION_WINTER2022,Home,Building,sc/whitehouse_skins.sc,home_building_xmas22,,,,,,,,,20,,,,,,200000,TRUE
PorchWinter22,TID_CUSTOMIZATION_WINTER2022,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_xmas22,,,,,,,,,,Voucher4,5,,,,,TRUE
,,,,,,,,,,,,,,,Voucher2,15,,,,,
,,,,,,,,,,,,,,,,,,,,,
RoofBirthday23,TID_CUSTOMIZATION_BIRTHDAY2023,Home,Roof,sc/whitehouse_skins.sc,home_roof_birthday23,,,,,,,,400000,,,,,,,,TRUE
BuildingBirthday23,TID_CUSTOMIZATION_BIRTHDAY2023,Home,Building,sc/whitehouse_skins.sc,home_building_birthday23,,,,,,,,,,Voucher2,10,,,,,TRUE
,,,,,,,,,,,,,,,Voucher1,15,,,,,
PorchBirthday23,TID_CUSTOMIZATION_BIRTHDAY2023,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_birthday23,,,,,,,,,20,,,,,,200000,TRUE
,,,,,,,,,,,,,,,,,,,,,
RoofWinter23,TID_CUSTOMIZATION_WINTER2023,Home,Roof,sc/whitehouse_skins.sc,home_roof_steep_xmas23,,,,,,,,400000,,,,,,,,TRUE
BuildingWinter23,TID_CUSTOMIZATION_WINTER2023,Home,Building,sc/whitehouse_skins.sc,home_building_xmas23,,,,,,,,,,Voucher2,10,,,,,TRUE
,,,,,,,,,,,,,,,Voucher1,15,,,,,
PorchWinter23,TID_CUSTOMIZATION_WINTER2023,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_xmas23,,,,,,,,,20,,,,,,200000,TRUE
,,,,,,,,,,,,,,,,,,,,,
RoofBirthday24,TID_CUSTOMIZATION_BIRTHDAY2024,Home,Roof,sc/whitehouse_skins.sc,home_roof_flat_birthday24,,,,,,,,,25,,,,,,50000,TRUE
PorchBirthday24,TID_CUSTOMIZATION_BIRTHDAY2024,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_birthday24,,,,,,,,,,Voucher1,15,,,,,TRUE
,,,,,,,,,,,,,,,Voucher3,5,,,,,
BuildingBirthday24,TID_CUSTOMIZATION_BIRTHDAY2024,Home,Building,sc/whitehouse_skins.sc,home_building_birthday2024,,,,,,,,55000,,,,,,,,TRUE
,,,,,,,,,,,,,,,,,,,,,
RoofIvy,TID_CUSTOMIZATION_IVY,Home,Roof,sc/whitehouse_skins.sc,home_roof_ivy_summer,TintRoofRidge,84,63,100,40,18,60,,,,,,TRUE,,,
,,,,,,TintLeavesLight,100,23,60,53,36,25,,,,,,,,,
,,,,,,TintLeavesDark,100,38,60,0,0,18,,,,,,,,,
,,,,,,TintChimneyBase,80,60,100,35,50,70,,,,,,,,,
,,,,,,TintChimneyRocks,95,95,100,43,0,100,,,,,,,,,
,,,,,,TintFlowersRoof,100,60,100,150,150,56,,,,,,,,,
,,,,,,TintRoofTop,60,50,55,0,10,0,,,,,,,,,
,,,,,,TintRoofBottom,60,50,55,0,10,0,,,,,,,,,
,,,,,,TintAwning,80,60,100,0,16,67,,,,,,,,,
PorchIvy,TID_CUSTOMIZATION_IVY,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_ivy_summer,TIntLeavesLightLeft,100,23,60,53,36,25,,,,,,TRUE,,,
,,,,,,TintLeavesDarkLeft,100,38,60,0,0,18,,,,,,,,,
,,,,,,TintLeavesLightRight,100,23,60,53,36,25,,,,,,,,,
,,,,,,TintLeavesDarkRight,100,38,60,0,0,18,,,,,,,,,
,,,,,,TintFlowers,100,60,100,150,150,56,,,,,,,,,
,,,,,,TintPaintPorch,80,72,71,52,22,0,,,,,,,,,
BuildingIvy,TID_CUSTOMIZATION_IVY,Home,Building,sc/whitehouse_skins.sc,home_building_ivy_summer,TintShingles,84,63,100,40,18,60,,,,,,TRUE,,,
,,,,,,TintPlanks,70,70,100,100,42,104,,,,,,,,,
,,,,,,TintShinglesUp,84,63,100,40,18,60,,,,,,,,,
,,,,,,TintWallPlanksLargeUp,70,70,100,17,0,30,,,,,,,,,
,,,,,,TintWallPlanksLarge,70,70,100,17,0,30,,,,,,,,,
,,,,,,TintBase,84,63,100,40,18,60,,,,,,,,,
RoofIvySummer,TID_CUSTOMIZATION_IVY_SUMMER,Home,Roof,sc/whitehouse_skins.sc,home_roof_ivy_summer,TintRoofRidge,80,95,65,100,80,0,,,,,,TRUE,,,
,,,,,,TintLeavesLight,58,100,31,31,35,0,,,,,,,,,
,,,,,,TintLeavesDark,37,100,0,16,0,2,,,,,,,,,
,,,,,,TintChimneyBase,65,65,100,60,0,110,,,,,,,,,
,,,,,,TintChimneyRocks,90,90,70,90,70,0,,,,,,,,,
,,,,,,TintFlowersRoof,100,40,100,0,0,100,,,,,,,,,
,,,,,,TintRoofTop,58,45,100,0,0,20,,,,,,,,,
,,,,,,TintRoofBottom,70,55,100,0,8,25,,,,,,,,,
,,,,,,TintAwning,100,100,20,25,35,0,,,,,,,,,
PorchIvySummer,TID_CUSTOMIZATION_IVY_SUMMER,Home,Porch,sc/whitehouse_skins.sc,home_porchbalcony_ivy_summer,TIntLeavesLightLeft,58,100,31,31,35,0,,,,,,,,,
,,,,,,TintLeavesDarkLeft,37,100,0,16,0,2,,,,,,,,,
,,,,,,TintLeavesLightRight,58,100,31,31,35,0,,,,,,,,,
,,,,,,TintLeavesDarkRight,37,100,0,16,0,2,,,,,,,,,
,,,,,,TintFlowers,100,40,100,0,0,100,,,,,,,,,
,,,,,,TintPaintPorch,71,57,100,0,10,35,,,,,,,,,
