Name,Gifts,TimeLimited,IntervalHours,CooldownExpiredHours,CooldownPurchasedHours,SpeedUpDiamondPrice,StartDate,StartHour,EndDate,EndHour
seasonalSlot65,HolidayGift19_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot66,HolidayGift20_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot67,HolidayGift21_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot68,HolidayGift22_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot69,HolidayGift23_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot70,HolidayGift24_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot71,HolidayGift25_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot72,HolidayGift26_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot73,HolidayGift27_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot74,HolidayGift28_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot75,HolidayGift29_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot76,HolidayGift30_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot77,HolidayGift31_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot78,HolidayGift32_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot79,HolidayGift33_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot80,HolidayGift34_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot81,HolidayGift35_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot82,HolidayGift36_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot83,HolidayGift37_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot84,HolidayGift38_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot85,HolidayGift39_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot86,HolidayGift40_week3,TRUE,,,200,10000,2022-12-19,8,2022-12-26,8
seasonalSlot87,HolidayGift1_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot88,HolidayGift2_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot89,HolidayGift3_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot90,HolidayGift4_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot91,HolidayGift5_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot92,HolidayGift6_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot93,HolidayGift7_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot94,HolidayGift8_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot95,HolidayGift9_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot96,HolidayGift10_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot97,HolidayGift11_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot98,HolidayGift12_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot99,HolidayGift13_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot100,HolidayGift14_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot101,HolidayGift15_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot102,HolidayGift16_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot103,HolidayGift17_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot104,HolidayGift18_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot105,HolidayGift19_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot106,HolidayGift20_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot107,HolidayGift21_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot108,HolidayGift22_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot109,HolidayGift23_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot110,HolidayGift24_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot111,HolidayGift25_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot112,HolidayGift26_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot113,HolidayGift27_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot114,HolidayGift28_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot115,HolidayGift29_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot116,HolidayGift30_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot117,HolidayGift31_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot118,HolidayGift32_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot119,HolidayGift33_week4,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot120,HolidayGift34_week3,TRUE,,,200,10000,2022-12-26,8,2023-01-02,8
seasonalSlot121,EasterGift1_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot122,EasterGift2_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot123,EasterGift3_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot124,EasterGift4_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot125,EasterGift5_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot126,EasterGift6_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot127,EasterGift7_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot128,EasterGift8_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot129,EasterGift9_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot130,EasterGift10_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot131,EasterGift11_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot132,EasterGift12_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot133,EasterGift13_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot134,EasterGift14_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot135,EasterGift15_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot136,EasterGift16_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot137,EasterGift17_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot138,EasterGift18_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot139,EasterGift19_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot140,EasterGift20_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot141,EasterGift21_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot142,EasterGift22_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot143,EasterGift23_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot144,EasterGift24_week1,TRUE,,,200,10000,2023-04-03,8,2023-04-10,8
seasonalSlot145,EasterGift1_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot146,EasterGift2_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot147,EasterGift3_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot148,EasterGift4_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot149,EasterGift5_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot150,EasterGift6_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot151,EasterGift7_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot152,EasterGift8_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot153,EasterGift9_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot154,EasterGift10_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot155,EasterGift11_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot156,EasterGift12_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot157,EasterGift13_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot158,EasterGift14_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot159,EasterGift15_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot160,EasterGift16_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot161,EasterGift17_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot162,EasterGift18_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot163,EasterGift19_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot164,EasterGift20_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot165,EasterGift21_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot166,EasterGift22_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot167,EasterGift23_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
seasonalSlot168,EasterGift24_week2,TRUE,,,200,10000,2023-04-10,8,2023-04-17,8
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
