Name,ExportName,CurrencyInUSD,Diamonds,TID,Enabled,TLOPackage,RED,ChronosPackage,SpecialPackage,SCIDStore,PremiumPass,DecoReward,DecoAmount,BigButton,BoosterRandomAmount,BoosterRandomMinStars,Booster5StarAmount,StarterPackage,StarterPackageReward,Comment,ExtraDiamonds,FirstTimeOffer,DontShowInShop
com.supercell.soil.specialoffer_upsell40,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,false,,,,,,,,,,,,,,,Cannot be used again (due to iOS policy issue in 12/2018),,,
com.supercell.soil.upselloffer_tier2,icon_diamonds_pile,199,50,TID_DIAMOND_PACK_1,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.upselloffer_tier5,icon_diamonds_bag,499,130,TID_DIAMOND_PACK_2,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.upselloffer_tier10,icon_diamonds_sack,999,275,TID_DIAMOND_PACK_3,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.upselloffer_tier20,icon_diamonds_box,1999,570,TID_DIAMOND_PACK_4,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.upselloffer_tier40,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.ingamecurrency,icon_diamonds_pile,0,0,TID_EMPTY_TEXT,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.midas_offertier1,icon_diamonds_pile,50,45,TID_DIAMOND_PACK_1,false,,,,,,,,,,,,,,,,,,
com.supercell.soil.midas_offertier2,icon_diamonds_pile,99,85,TID_DIAMOND_PACK_1,false,,,,,,,,,,,,,,,,,,
com.supercell.soil.midas_offertier3,icon_diamonds_bag,199,165,TID_DIAMOND_PACK_2,false,,,,,,,,,,,,,,,,,,
com.supercell.soil.midas_offertier4,icon_diamonds_sack,299,255,TID_DIAMOND_PACK_3,false,,,,,,,,,,,,,,,,,,
com.supercell.soil.farmpass_499,icon_diamonds_chest,499,0,TID_EMPTY_TEXT,false,,,true,,,true,,,,,,,,,,,,
com.supercell.soil.scid.diamondpackage1,icon_diamonds_pile,199,50,TID_DIAMOND_PACK_1,true,,,true,,true,,,,,,,,,,,,,
com.supercell.soil.scid.diamondpackage2,icon_diamonds_bag,499,130,TID_DIAMOND_PACK_2,true,,,true,,true,,,,,,,,,,,,,
com.supercell.soil.scid.diamondpackage3,icon_diamonds_sack,999,275,TID_DIAMOND_PACK_3,true,,,true,,true,,,,,,,,,,,,,
com.supercell.soil.scid.diamondpackage4,icon_diamonds_box,1999,570,TID_DIAMOND_PACK_4,true,,,true,,true,,,,,,,,,,,,,
com.supercell.soil.scid.diamondpackage5,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,true,,,true,,true,,,,,,,,,,,,,
com.supercell.soil.scid.diamondpackage6,icon_diamonds_trunk,9999,4000,TID_DIAMOND_PACK_6,true,,,true,,true,,,,,,,,,,,,,
com.supercell.soil.scid.farmpass_499,icon_diamonds_chest,499,0,TID_FARM_PASS,true,,,true,,true,true,,,,,,,,,,,,
com.supercell.soil.scid.farmpassbundle,icon_diamonds_chest,1199,0,TID_FARM_PASS,true,,,true,,true,true,,,,,,,,,Bundle of three farm passes,,,
com.supercell.soil.specialoffertier100,icon_diamonds_trunk,9999,0,TID_DIAMOND_PACK_6,false,,,true,,,,,,,,,,,,,,,
com.supercell.soil.boosterpackage4,icon_diamonds_sack,1999,570,TID_BOOSTER_PACK_4,false,,,true,true,,,,,,0,3,12,,,,,,
com.supercell.soil.codashop.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.diamondpackage3,icon_diamonds_sack,999,289,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.farmpass_499,icon_diamonds_chest,499,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.midas.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.diamondpackage3,icon_diamonds_sack,999,289,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.farmpass_499,icon_diamonds_chest,499,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.razer.5pct.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.5pct.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.5pct.diamondpackage3,icon_diamonds_sack,999,299,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.5pct.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.5pct.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.5pct.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.10pct.diamondpackage1,icon_diamonds_pile,199,55,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.10pct.diamondpackage2,icon_diamonds_bag,499,143,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.10pct.diamondpackage3,icon_diamonds_sack,999,303,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.10pct.diamondpackage4,icon_diamonds_box,1999,627,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.10pct.diamondpackage5,icon_diamonds_chest,3999,1650,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.10pct.diamondpackage6,icon_diamonds_trunk,9999,4400,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.15pct.diamondpackage1,icon_diamonds_pile,199,58,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.15pct.diamondpackage2,icon_diamonds_bag,499,150,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.15pct.diamondpackage3,icon_diamonds_sack,999,317,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.15pct.diamondpackage4,icon_diamonds_box,1999,656,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.15pct.diamondpackage5,icon_diamonds_chest,3999,1725,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.15pct.diamondpackage6,icon_diamonds_trunk,9999,4600,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.farmpass_499,icon_diamonds_chest,499,0,TID_FARM_PASS,true,,,,,true,true,,,,,,,,,,,,
com.supercell.soil.razer.diamondpackage1,icon_diamonds_pile,199,50,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.diamondpackage2,icon_diamonds_bag,499,130,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.diamondpackage3,icon_diamonds_sack,999,275,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.diamondpackage4,icon_diamonds_box,1999,570,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.diamondpackage5,icon_diamonds_chest,3999,1500,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.razer.diamondpackage6,icon_diamonds_trunk,9999,4000,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.scid.10pct.diamondpackage1,icon_diamonds_pile,199,55,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.scid.10pct.diamondpackage2,icon_diamonds_bag,499,143,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.scid.10pct.diamondpackage3,icon_diamonds_sack,999,303,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.scid.10pct.diamondpackage4,icon_diamonds_box,1999,627,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.scid.10pct.diamondpackage5,icon_diamonds_chest,3999,1650,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.scid.10pct.diamondpackage6,icon_diamonds_trunk,9999,4400,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.5pct.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.5pct.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.5pct.diamondpackage3,icon_diamonds_sack,999,299,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.5pct.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.5pct.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.5pct.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.10pct.diamondpackage1,icon_diamonds_pile,199,55,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.10pct.diamondpackage2,icon_diamonds_bag,499,143,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.10pct.diamondpackage3,icon_diamonds_sack,999,303,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.10pct.diamondpackage4,icon_diamonds_box,1999,627,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.10pct.diamondpackage5,icon_diamonds_chest,3999,1650,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.10pct.diamondpackage6,icon_diamonds_trunk,9999,4400,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.15pct.diamondpackage1,icon_diamonds_pile,199,58,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.15pct.diamondpackage2,icon_diamonds_bag,499,150,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.15pct.diamondpackage3,icon_diamonds_sack,999,317,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.15pct.diamondpackage4,icon_diamonds_box,1999,656,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.15pct.diamondpackage5,icon_diamonds_chest,3999,1725,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.codashop.15pct.diamondpackage6,icon_diamonds_trunk,9999,4600,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.5pct.diamondpackage1,icon_diamonds_pile,199,53,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.5pct.diamondpackage2,icon_diamonds_bag,499,137,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.5pct.diamondpackage3,icon_diamonds_sack,999,299,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.5pct.diamondpackage4,icon_diamonds_box,1999,599,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.5pct.diamondpackage5,icon_diamonds_chest,3999,1575,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.5pct.diamondpackage6,icon_diamonds_trunk,9999,4200,TID_DIAMOND_PACK_6,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.10pct.diamondpackage1,icon_diamonds_pile,199,55,TID_DIAMOND_PACK_1,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.10pct.diamondpackage2,icon_diamonds_bag,499,143,TID_DIAMOND_PACK_2,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.10pct.diamondpackage3,icon_diamonds_sack,999,303,TID_DIAMOND_PACK_3,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.10pct.diamondpackage4,icon_diamonds_box,1999,627,TID_DIAMOND_PACK_4,true,,,,,true,,,,,,,,,,,,,
com.supercell.soil.midas.10pct.diamondpackage5,icon_diamonds_chest,3999,1650,TID_DIAMOND_PACK_5,true,,,,,true,,,,,,,,,,,,,
