Name,FileName,ExportName,TileWidth,TileHeight,Capacity,UpgradeRequirement,ShopIconExportName,BrokenPartCount,BrokenExportName,EffectExportName,CollectionTool1,CollectionTool2,CollectionTool3,TapSound,CollectSound,FullIconExportName,TID
,,shed_04,,,5750,134,,,,,,,,,,,
,,shed_04,,,5800,135,,,,,,,,,,,
,,shed_04,,,5850,136,,,,,,,,,,,
,,shed_04,,,5900,137,,,,,,,,,,,
,,shed_04,,,5950,138,,,,,,,,,,,
,,shed_04,,,6000,139,,,,,,,,,,,
,,shed_04,,,6050,140,,,,,,,,,,,
,,shed_04,,,6100,141,,,,,,,,,,,
,,shed_04,,,6150,142,,,,,,,,,,,
,,shed_04,,,6200,143,,,,,,,,,,,
,,shed_04,,,6250,144,,,,,,,,,,,
,,shed_04,,,6300,145,,,,,,,,,,,
,,shed_04,,,6350,146,,,,,,,,,,,
,,shed_04,,,6400,147,,,,,,,,,,,
,,shed_04,,,6450,148,,,,,,,,,,,
,,shed_04,,,6500,149,,,,,,,,,,,
,,shed_04,,,6550,150,,,,,,,,,,,
,,shed_04,,,6600,151,,,,,,,,,,,
,,shed_04,,,6650,152,,,,,,,,,,,
,,shed_04,,,6700,153,,,,,,,,,,,
,,shed_04,,,6750,154,,,,,,,,,,,
,,shed_04,,,6800,155,,,,,,,,,,,
,,shed_04,,,6850,156,,,,,,,,,,,
,,shed_04,,,6900,157,,,,,,,,,,,
,,shed_04,,,6950,158,,,,,,,,,,,
,,shed_04,,,7000,159,,,,,,,,,,,
,,shed_04,,,7050,160,,,,,,,,,,,
,,shed_04,,,7100,161,,,,,,,,,,,
,,shed_04,,,7150,162,,,,,,,,,,,
,,shed_04,,,7200,163,,,,,,,,,,,
,,shed_04,,,7250,164,,,,,,,,,,,
,,shed_04,,,7300,165,,,,,,,,,,,
,,shed_04,,,7350,166,,,,,,,,,,,
,,shed_04,,,7400,167,,,,,,,,,,,
,,shed_04,,,7450,168,,,,,,,,,,,
,,shed_04,,,7500,169,,,,,,,,,,,
,,shed_04,,,7550,170,,,,,,,,,,,
,,shed_04,,,7600,171,,,,,,,,,,,
,,shed_04,,,7650,172,,,,,,,,,,,
,,shed_04,,,7700,173,,,,,,,,,,,
,,shed_04,,,7750,174,,,,,,,,,,,
,,shed_04,,,7800,175,,,,,,,,,,,
,,shed_04,,,7850,176,,,,,,,,,,,
,,shed_04,,,7900,177,,,,,,,,,,,
,,shed_04,,,7950,178,,,,,,,,,,,
,,shed_04,,,8000,179,,,,,,,,,,,
,,shed_04,,,8050,180,,,,,,,,,,,
,,shed_04,,,8100,181,,,,,,,,,,,
,,shed_04,,,8150,182,,,,,,,,,,,
,,shed_04,,,8200,183,,,,,,,,,,,
,,shed_04,,,8250,184,,,,,,,,,,,
,,shed_04,,,8300,185,,,,,,,,,,,
,,shed_04,,,8350,186,,,,,,,,,,,
,,shed_04,,,8400,187,,,,,,,,,,,
,,shed_04,,,8450,188,,,,,,,,,,,
,,shed_04,,,8500,189,,,,,,,,,,,
,,shed_04,,,8550,190,,,,,,,,,,,
,,shed_04,,,8600,191,,,,,,,,,,,
,,shed_04,,,8650,192,,,,,,,,,,,
,,shed_04,,,8700,193,,,,,,,,,,,
,,shed_04,,,8750,194,,,,,,,,,,,
,,shed_04,,,8800,195,,,,,,,,,,,
,,shed_04,,,8850,196,,,,,,,,,,,
,,shed_04,,,8900,197,,,,,,,,,,,
,,shed_04,,,8950,198,,,,,,,,,,,
,,shed_04,,,9000,199,,,,,,,,,,,
,,shed_04,,,9050,200,,,,,,,,,,,
,,shed_04,,,9100,201,,,,,,,,,,,
,,shed_04,,,9150,202,,,,,,,,,,,
,,shed_04,,,9200,203,,,,,,,,,,,
,,shed_04,,,9250,204,,,,,,,,,,,
,,shed_04,,,9300,205,,,,,,,,,,,
,,shed_04,,,9350,206,,,,,,,,,,,
,,shed_04,,,9400,207,,,,,,,,,,,
,,shed_04,,,9450,208,,,,,,,,,,,
,,shed_04,,,9500,209,,,,,,,,,,,
,,shed_04,,,9550,210,,,,,,,,,,,
,,shed_04,,,9600,211,,,,,,,,,,,
,,shed_04,,,9650,212,,,,,,,,,,,
,,shed_04,,,9700,213,,,,,,,,,,,
,,shed_04,,,9750,214,,,,,,,,,,,
,,shed_04,,,9800,215,,,,,,,,,,,
,,shed_04,,,9850,216,,,,,,,,,,,
,,shed_04,,,9900,217,,,,,,,,,,,
,,shed_04,,,9950,218,,,,,,,,,,,
,,shed_04,,,10000,219,,,,,,,,,,,
,,shed_04,,,10050,220,,,,,,,,,,,
,,shed_04,,,10100,221,,,,,,,,,,,
,,shed_04,,,10150,222,,,,,,,,,,,
,,shed_04,,,10200,223,,,,,,,,,,,
,,shed_04,,,10250,224,,,,,,,,,,,
,,shed_04,,,10300,225,,,,,,,,,,,
,,shed_04,,,10350,226,,,,,,,,,,,
,,shed_04,,,10400,227,,,,,,,,,,,
,,shed_04,,,10450,228,,,,,,,,,,,
,,shed_04,,,10500,229,,,,,,,,,,,
,,shed_04,,,10550,230,,,,,,,,,,,
,,shed_04,,,10600,231,,,,,,,,,,,
,,shed_04,,,10650,232,,,,,,,,,,,
,,shed_04,,,10700,233,,,,,,,,,,,
,,shed_04,,,10750,234,,,,,,,,,,,
,,shed_04,,,10800,235,,,,,,,,,,,
,,shed_04,,,10850,236,,,,,,,,,,,
,,shed_04,,,10900,237,,,,,,,,,,,
,,shed_04,,,10950,238,,,,,,,,,,,
,,shed_04,,,11000,239,,,,,,,,,,,
,,shed_04,,,11050,240,,,,,,,,,,,
,,shed_04,,,11100,241,,,,,,,,,,,
,,shed_04,,,11150,242,,,,,,,,,,,
,,shed_04,,,11200,243,,,,,,,,,,,
,,shed_04,,,11250,244,,,,,,,,,,,
,,shed_04,,,11300,245,,,,,,,,,,,
,,shed_04,,,11350,246,,,,,,,,,,,
,,shed_04,,,11400,247,,,,,,,,,,,
,,shed_04,,,11450,248,,,,,,,,,,,
,,shed_04,,,11500,249,,,,,,,,,,,
,,shed_04,,,11550,250,,,,,,,,,,,
,,shed_04,,,11600,251,,,,,,,,,,,
,,shed_04,,,11650,252,,,,,,,,,,,
,,shed_04,,,11700,253,,,,,,,,,,,
,,shed_04,,,11750,254,,,,,,,,,,,
,,shed_04,,,11800,255,,,,,,,,,,,
,,shed_04,,,11850,256,,,,,,,,,,,
,,shed_04,,,11900,257,,,,,,,,,,,
,,shed_04,,,11950,258,,,,,,,,,,,
,,shed_04,,,12000,259,,,,,,,,,,,
,,shed_04,,,12050,260,,,,,,,,,,,
,,shed_04,,,12100,261,,,,,,,,,,,
,,shed_04,,,12150,262,,,,,,,,,,,
,,shed_04,,,12200,263,,,,,,,,,,,
,,shed_04,,,12250,264,,,,,,,,,,,
,,shed_04,,,12300,265,,,,,,,,,,,
,,shed_04,,,12350,266,,,,,,,,,,,
,,shed_04,,,12400,267,,,,,,,,,,,
,,shed_04,,,12450,268,,,,,,,,,,,
,,shed_04,,,12500,269,,,,,,,,,,,
,,shed_04,,,12550,270,,,,,,,,,,,
,,shed_04,,,12600,271,,,,,,,,,,,
,,shed_04,,,12650,272,,,,,,,,,,,
,,shed_04,,,12700,273,,,,,,,,,,,
,,shed_04,,,12750,274,,,,,,,,,,,
,,shed_04,,,12800,275,,,,,,,,,,,
,,shed_04,,,12850,276,,,,,,,,,,,
,,shed_04,,,12900,277,,,,,,,,,,,
,,shed_04,,,12950,278,,,,,,,,,,,
,,shed_04,,,13000,279,,,,,,,,,,,
,,shed_04,,,13050,280,,,,,,,,,,,
,,shed_04,,,13100,281,,,,,,,,,,,
,,shed_04,,,13150,282,,,,,,,,,,,
,,shed_04,,,13200,283,,,,,,,,,,,
,,shed_04,,,13250,284,,,,,,,,,,,
,,shed_04,,,13300,285,,,,,,,,,,,
,,shed_04,,,13350,286,,,,,,,,,,,
,,shed_04,,,13400,287,,,,,,,,,,,
,,shed_04,,,13450,288,,,,,,,,,,,
,,shed_04,,,13500,289,,,,,,,,,,,
,,shed_04,,,13550,290,,,,,,,,,,,
,,shed_04,,,13600,291,,,,,,,,,,,
,,shed_04,,,13650,292,,,,,,,,,,,
,,shed_04,,,13700,293,,,,,,,,,,,
,,shed_04,,,13750,294,,,,,,,,,,,
,,shed_04,,,13800,295,,,,,,,,,,,
,,shed_04,,,13850,296,,,,,,,,,,,
,,shed_04,,,13900,297,,,,,,,,,,,
,,shed_04,,,13950,298,,,,,,,,,,,
,,shed_04,,,14000,299,,,,,,,,,,,
,,shed_04,,,14050,300,,,,,,,,,,,
,,shed_04,,,14100,301,,,,,,,,,,,
,,shed_04,,,14150,302,,,,,,,,,,,
,,shed_04,,,14200,303,,,,,,,,,,,
,,shed_04,,,14250,304,,,,,,,,,,,
,,shed_04,,,14300,305,,,,,,,,,,,
,,shed_04,,,14350,306,,,,,,,,,,,
,,shed_04,,,14400,307,,,,,,,,,,,
,,shed_04,,,14450,308,,,,,,,,,,,
,,shed_04,,,14500,309,,,,,,,,,,,
,,shed_04,,,14550,310,,,,,,,,,,,
,,shed_04,,,14600,311,,,,,,,,,,,
,,shed_04,,,14650,312,,,,,,,,,,,
,,shed_04,,,14700,313,,,,,,,,,,,
,,shed_04,,,14750,314,,,,,,,,,,,
,,shed_04,,,14800,315,,,,,,,,,,,
,,shed_04,,,14850,316,,,,,,,,,,,
,,shed_04,,,14900,317,,,,,,,,,,,
,,shed_04,,,14950,318,,,,,,,,,,,
,,shed_04,,,15000,319,,,,,,,,,,,
,,shed_04,,,15050,320,,,,,,,,,,,
,,shed_04,,,15100,321,,,,,,,,,,,
,,shed_04,,,15150,322,,,,,,,,,,,
,,shed_04,,,15200,323,,,,,,,,,,,
,,shed_04,,,15250,324,,,,,,,,,,,
,,shed_04,,,15300,325,,,,,,,,,,,
,,shed_04,,,15350,326,,,,,,,,,,,
,,shed_04,,,15400,327,,,,,,,,,,,
,,shed_04,,,15450,328,,,,,,,,,,,
,,shed_04,,,15500,329,,,,,,,,,,,
,,shed_04,,,15550,330,,,,,,,,,,,
,,shed_04,,,15600,331,,,,,,,,,,,
,,shed_04,,,15650,332,,,,,,,,,,,
,,shed_04,,,15700,333,,,,,,,,,,,
,,shed_04,,,15750,334,,,,,,,,,,,
,,shed_04,,,15800,335,,,,,,,,,,,
,,shed_04,,,15850,336,,,,,,,,,,,
,,shed_04,,,15900,337,,,,,,,,,,,
,,shed_04,,,15950,338,,,,,,,,,,,
,,shed_04,,,16000,339,,,,,,,,,,,
,,shed_04,,,16050,340,,,,,,,,,,,
,,shed_04,,,16100,341,,,,,,,,,,,
,,shed_04,,,16150,342,,,,,,,,,,,
,,shed_04,,,16200,343,,,,,,,,,,,
,,shed_04,,,16250,344,,,,,,,,,,,
,,shed_04,,,16300,345,,,,,,,,,,,
,,shed_04,,,16350,346,,,,,,,,,,,
,,shed_04,,,16400,347,,,,,,,,,,,
,,shed_04,,,16450,348,,,,,,,,,,,
,,shed_04,,,16500,349,,,,,,,,,,,
,,shed_04,,,16550,350,,,,,,,,,,,
,,shed_04,,,16600,351,,,,,,,,,,,
,,shed_04,,,16650,352,,,,,,,,,,,
,,shed_04,,,16700,353,,,,,,,,,,,
,,shed_04,,,16750,354,,,,,,,,,,,
,,shed_04,,,16800,355,,,,,,,,,,,
,,shed_04,,,16850,356,,,,,,,,,,,
,,shed_04,,,16900,357,,,,,,,,,,,
,,shed_04,,,16950,358,,,,,,,,,,,
,,shed_04,,,17000,359,,,,,,,,,,,
,,shed_04,,,17050,360,,,,,,,,,,,
,,shed_04,,,17100,361,,,,,,,,,,,
,,shed_04,,,17150,362,,,,,,,,,,,
,,shed_04,,,17200,363,,,,,,,,,,,
,,shed_04,,,17250,364,,,,,,,,,,,
,,shed_04,,,17300,365,,,,,,,,,,,
,,shed_04,,,17350,366,,,,,,,,,,,
,,shed_04,,,17400,367,,,,,,,,,,,
,,shed_04,,,17450,368,,,,,,,,,,,
,,shed_04,,,17500,369,,,,,,,,,,,
,,shed_04,,,17550,370,,,,,,,,,,,
,,shed_04,,,17600,371,,,,,,,,,,,
,,shed_04,,,17650,372,,,,,,,,,,,
,,shed_04,,,17700,373,,,,,,,,,,,
,,shed_04,,,17750,374,,,,,,,,,,,
,,shed_04,,,17800,375,,,,,,,,,,,
,,shed_04,,,17850,376,,,,,,,,,,,
,,shed_04,,,17900,377,,,,,,,,,,,
,,shed_04,,,17950,378,,,,,,,,,,,
,,shed_04,,,18000,379,,,,,,,,,,,
,,shed_04,,,18050,380,,,,,,,,,,,
,,shed_04,,,18100,381,,,,,,,,,,,
,,shed_04,,,18150,382,,,,,,,,,,,
,,shed_04,,,18200,383,,,,,,,,,,,
,,shed_04,,,18250,384,,,,,,,,,,,
,,shed_04,,,18300,385,,,,,,,,,,,
,,shed_04,,,18350,386,,,,,,,,,,,
,,shed_04,,,18400,387,,,,,,,,,,,
,,shed_04,,,18450,388,,,,,,,,,,,
,,shed_04,,,18500,389,,,,,,,,,,,
,,shed_04,,,18550,390,,,,,,,,,,,
,,shed_04,,,18600,391,,,,,,,,,,,
,,shed_04,,,18650,392,,,,,,,,,,,
,,shed_04,,,18700,393,,,,,,,,,,,
,,shed_04,,,18750,394,,,,,,,,,,,
,,shed_04,,,18800,395,,,,,,,,,,,
,,shed_04,,,18850,396,,,,,,,,,,,
,,shed_04,,,18900,397,,,,,,,,,,,
,,shed_04,,,18950,398,,,,,,,,,,,
,,shed_04,,,19000,399,,,,,,,,,,,
,,shed_04,,,19050,400,,,,,,,,,,,
,,shed_04,,,19100,401,,,,,,,,,,,
,,shed_04,,,19150,402,,,,,,,,,,,
,,shed_04,,,19200,403,,,,,,,,,,,
,,shed_04,,,19250,404,,,,,,,,,,,
,,shed_04,,,19300,405,,,,,,,,,,,
,,shed_04,,,19350,406,,,,,,,,,,,
,,shed_04,,,19400,407,,,,,,,,,,,
,,shed_04,,,19450,408,,,,,,,,,,,
,,shed_04,,,19500,409,,,,,,,,,,,
,,shed_04,,,19550,410,,,,,,,,,,,
,,shed_04,,,19600,411,,,,,,,,,,,
,,shed_04,,,19650,412,,,,,,,,,,,
,,shed_04,,,19700,413,,,,,,,,,,,
,,shed_04,,,19750,414,,,,,,,,,,,
,,shed_04,,,19800,415,,,,,,,,,,,
,,shed_04,,,19850,416,,,,,,,,,,,
,,shed_04,,,19900,417,,,,,,,,,,,
,,shed_04,,,19950,418,,,,,,,,,,,
,,shed_04,,,20000,419,,,,,,,,,,,
,,shed_04,,,20050,420,,,,,,,,,,,
,,shed_04,,,20100,421,,,,,,,,,,,
,,shed_04,,,20150,422,,,,,,,,,,,
,,shed_04,,,20200,423,,,,,,,,,,,
,,shed_04,,,20250,424,,,,,,,,,,,
,,shed_04,,,20300,425,,,,,,,,,,,
,,shed_04,,,20350,426,,,,,,,,,,,
,,shed_04,,,20400,427,,,,,,,,,,,
,,shed_04,,,20450,428,,,,,,,,,,,
,,shed_04,,,20500,429,,,,,,,,,,,
,,shed_04,,,20550,430,,,,,,,,,,,
,,shed_04,,,20600,431,,,,,,,,,,,
,,shed_04,,,20650,432,,,,,,,,,,,
,,shed_04,,,20700,433,,,,,,,,,,,
,,shed_04,,,20750,434,,,,,,,,,,,
,,shed_04,,,20800,435,,,,,,,,,,,
,,shed_04,,,20850,436,,,,,,,,,,,
,,shed_04,,,20900,437,,,,,,,,,,,
,,shed_04,,,20950,438,,,,,,,,,,,
,,shed_04,,,21000,439,,,,,,,,,,,
,,shed_04,,,21050,440,,,,,,,,,,,
,,shed_04,,,21100,441,,,,,,,,,,,
,,shed_04,,,21150,442,,,,,,,,,,,
,,shed_04,,,21200,443,,,,,,,,,,,
,,shed_04,,,21250,444,,,,,,,,,,,
,,shed_04,,,21300,445,,,,,,,,,,,
,,shed_04,,,21350,446,,,,,,,,,,,
,,shed_04,,,21400,447,,,,,,,,,,,
,,shed_04,,,21450,448,,,,,,,,,,,
,,shed_04,,,21500,449,,,,,,,,,,,
,,shed_04,,,21550,450,,,,,,,,,,,
,,shed_04,,,21600,451,,,,,,,,,,,
,,shed_04,,,21650,452,,,,,,,,,,,
,,shed_04,,,21700,453,,,,,,,,,,,
,,shed_04,,,21750,454,,,,,,,,,,,
,,shed_04,,,21800,455,,,,,,,,,,,
,,shed_04,,,21850,456,,,,,,,,,,,
,,shed_04,,,21900,457,,,,,,,,,,,
,,shed_04,,,21950,458,,,,,,,,,,,
,,shed_04,,,22000,459,,,,,,,,,,,
,,shed_04,,,22050,460,,,,,,,,,,,
,,shed_04,,,22100,461,,,,,,,,,,,
,,shed_04,,,22150,462,,,,,,,,,,,
,,shed_04,,,22200,463,,,,,,,,,,,
,,shed_04,,,22250,464,,,,,,,,,,,
,,shed_04,,,22300,465,,,,,,,,,,,
,,shed_04,,,22350,466,,,,,,,,,,,
,,shed_04,,,22400,467,,,,,,,,,,,
,,shed_04,,,22450,468,,,,,,,,,,,
,,shed_04,,,22500,469,,,,,,,,,,,
,,shed_04,,,22550,470,,,,,,,,,,,
,,shed_04,,,22600,471,,,,,,,,,,,
,,shed_04,,,22650,472,,,,,,,,,,,
,,shed_04,,,22700,473,,,,,,,,,,,
,,shed_04,,,22750,474,,,,,,,,,,,
,,shed_04,,,22800,475,,,,,,,,,,,
,,shed_04,,,22850,476,,,,,,,,,,,
,,shed_04,,,22900,477,,,,,,,,,,,
,,shed_04,,,22950,478,,,,,,,,,,,
,,shed_04,,,23000,479,,,,,,,,,,,
,,shed_04,,,23050,480,,,,,,,,,,,
,,shed_04,,,23100,481,,,,,,,,,,,
,,shed_04,,,23150,482,,,,,,,,,,,
,,shed_04,,,23200,483,,,,,,,,,,,
,,shed_04,,,23250,484,,,,,,,,,,,
,,shed_04,,,23300,485,,,,,,,,,,,
,,shed_04,,,23350,486,,,,,,,,,,,
,,shed_04,,,23400,487,,,,,,,,,,,
,,shed_04,,,23450,488,,,,,,,,,,,
,,shed_04,,,23500,489,,,,,,,,,,,
,,shed_04,,,23550,490,,,,,,,,,,,
,,shed_04,,,23600,491,,,,,,,,,,,
,,shed_04,,,23650,492,,,,,,,,,,,
,,shed_04,,,23700,493,,,,,,,,,,,
,,shed_04,,,23750,494,,,,,,,,,,,
,,shed_04,,,23800,495,,,,,,,,,,,
,,shed_04,,,23850,496,,,,,,,,,,,
,,shed_04,,,23900,497,,,,,,,,,,,
,,shed_04,,,23950,498,,,,,,,,,,,
,,shed_04,,,24000,499,,,,,,,,,,,
,,shed_04,,,24050,500,,,,,,,,,,,
,,shed_04,,,24100,501,,,,,,,,,,,
,,shed_04,,,24150,502,,,,,,,,,,,
,,shed_04,,,24200,503,,,,,,,,,,,
,,shed_04,,,24250,504,,,,,,,,,,,
,,shed_04,,,24300,505,,,,,,,,,,,
,,shed_04,,,24350,506,,,,,,,,,,,
,,shed_04,,,24400,507,,,,,,,,,,,
,,shed_04,,,24450,508,,,,,,,,,,,
,,shed_04,,,24500,509,,,,,,,,,,,
,,shed_04,,,24550,510,,,,,,,,,,,
,,shed_04,,,24600,511,,,,,,,,,,,
,,shed_04,,,24650,512,,,,,,,,,,,
,,shed_04,,,24700,513,,,,,,,,,,,
,,shed_04,,,24750,514,,,,,,,,,,,
,,shed_04,,,24800,515,,,,,,,,,,,
,,shed_04,,,24850,516,,,,,,,,,,,
,,shed_04,,,24900,517,,,,,,,,,,,
,,shed_04,,,24950,518,,,,,,,,,,,
,,shed_04,,,25000,519,,,,,,,,,,,
