Name,FileName,ExportName,TID,DescriptionTID,IconFileName,IconExportName,IconShadowExportName
Cowboy Hat Sand,sc/animals.sc,accessory_hat_cowboy_sand,TID_ANIMAL_ACCESSORY_HAT_COWBOY_SAND,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_cowboy_sand_64x64,icon_hat_cowboy_sand_64x64_shadow
Cowboy Hat Pink,sc/animals.sc,accessory_hat_cowboy_pink,TID_ANIMAL_ACCESSORY_HAT_COWBOY_PINK,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_cowboy_pink_64x64,icon_hat_cowboy_pink_64x64_shadow
Bunnyears White,sc/animals.sc,accessory_hat_bunnyears,TID_ANIMAL_ACCESSORY_HAT_BUNNY_EARS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bunnyears_64x64,icon_hat_bunnyears_64x64_shadow
Crown Gold,sc/animals.sc,accessory_hat_crown_gold,TID_ANIMAL_ACCESSORY_HAT_CROWN_GOLD,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_crown_gold_64x64,icon_hat_crown_gold_64x64_shadow
Crown Paper Rainbow,sc/animals.sc,accessory_hat_crown_rainbow,TID_ANIMAL_ACCESSORY_HAT_CROWN_RAINBOW,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_crown_rainbow_64x64,icon_hat_crown_rainbow_64x64_shadow
Birthday Hat Party,sc/animals.sc,accessory_hat_birthday_partyrainbow,TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PARTYRAINBOW,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_birthday_partyrainbow_64x64,icon_hat_birthday_partyrainbow_64x64_shadow
Hard Hat Yellow,sc/animals.sc,accessory_hat_hardhat_yellow,TID_ANIMAL_ACCESSORY_HAT_HARDHAT_YELLOW,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_hardhat_yellow_64x64,icon_hat_hardhat_yellow_64x64_shadow
Hard Hat Blue,sc/animals.sc,accessory_hat_hardhat_blue,TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BLUE,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_hardhat_blue_64x64,icon_hat_hardhat_blue_64x64_shadow
Hard Hat Pith,sc/animals.sc,accessory_hat_hardhat_pith,TID_ANIMAL_ACCESSORY_HAT_HARDHAT_PITH,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_hardhat_pith_64x64,icon_hat_hardhat_pith_64x64_shadow
Hard Hat Biker,sc/animals.sc,accessory_hat_hardhat_biker,TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BIKER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_hardhat_biker_64x64,icon_hat_hardhat_biker_64x64_shadow
Hard Hat Horserider,sc/animals.sc,accessory_hat_hardhat_horserider,TID_ANIMAL_ACCESSORY_HAT_HARDHAT_HORSERIDER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_hardhat_horserider_64x64,icon_hat_hardhat_horserider_64x64_shadow
Helmet Horns,sc/animals.sc,accessory_hat_viking_helmet,TID_ANIMAL_ACCESSORY_HAT_HELMET_HORNS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_viking_helmet_64x64,icon_hat_viking_helmet_64x64_shadow
Helmet Buttons,sc/animals.sc,accessory_hat_viking_helmet_iron_buttons,TID_ANIMAL_ACCESSORY_HAT_HELMET_BUTTONS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_viking_helmet_iron_buttons_64x64,icon_hat_viking_helmet_iron_buttons_64x64_shadow
Helmet Wings,sc/animals.sc,accessory_hat_viking_wings_helmet,TID_ANIMAL_ACCESSORY_HAT_HELMET_WINGS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_viking_wings_helmet_64x64,icon_hat_viking_wings_helmet_64x64_shadow
Cap Clappers,sc/animals.sc,accessory_hat_viking_hand_cap,TID_ANIMAL_ACCESSORY_HAT_CAP_CLAPPERS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_viking_hand_cap_64x64,icon_hat_viking_hand_cap_64x64_shadow
Cap Wings,sc/animals.sc,accessory_hat_viking_wings_cap,TID_ANIMAL_ACCESSORY_HAT_CAP_WINGS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_viking_wings_cap_64x64,icon_hat_viking_wings_cap_64x64_shadow
Cap Bow,sc/animals.sc,accessory_hat_cap_bow,TID_ANIMAL_ACCESSORY_HAT_CAP_BOW,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_cap_bow_64x64,icon_hat_cap_bow_64x64_shadow
Showercap Frog,sc/animals.sc,accessory_hat_showercap_frog,TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_FROG,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_showercap_frog_64x64,icon_hat_showercap_frog_64x64_shadow
Showercap Chick,sc/animals.sc,accessory_hat_showercap_chick,TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_CHICK,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_showercap_chick_64x64,icon_hat_showercap_chick_64x64_shadow
Showercap Lobster,sc/animals.sc,accessory_hat_showercap_lobster,TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_LOBSTER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_showercap_lobster_64x64,icon_hat_showercap_lobster_64x64_shadow
Showercap Bat,sc/animals.sc,accessory_hat_showercap_bat,TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_BAT,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_showercap_bat_64x64,icon_hat_showercap_bat_64x64_shadow
Tophat Clover,sc/animals.sc,accessory_hat_tophat_green,TID_ANIMAL_ACCESSORY_HAT_TOPHAT_CLOVER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_tophat_green_64x64,icon_hat_tophat_green_64x64_shadow
Tophat Flower,sc/animals.sc,accessory_hat_tophat_blue,TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FLOWER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_tophat_blue_64x64,icon_hat_tophat_blue_64x64_shadow
Tophat Feather,sc/animals.sc,accessory_hat_tophat_pink,TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FEATHER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_tophat_pink_64x64,icon_hat_tophat_pink_64x64_shadow
Tophat Goggles,sc/animals.sc,accessory_hat_tophat_darkblue,TID_ANIMAL_ACCESSORY_HAT_TOPHAT_GOGGLES,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_tophat_darkblue_64x64,icon_hat_tophat_darkblue_64x64_shadow
Cap Police,sc/animals.sc,accessory_hat_marine_anchor,TID_ANIMAL_ACCESSORY_HAT_CAP_POLICE,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_marine_anchor_64x64,icon_hat_marine_anchor_64x64_shadow
Cap Conductor,sc/animals.sc,accessory_hat_marine_buckle,TID_ANIMAL_ACCESSORY_HAT_CAP_CONDUCTOR,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_marine_buckle_64x64,icon_hat_marine_buckle_64x64_shadow
Cap Captain,sc/animals.sc,accessory_hat_marine_captain,TID_ANIMAL_ACCESSORY_HAT_CAP_CAPTAIN,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_marine_captain_64x64,icon_hat_marine_captain_64x64_shadow
Marine Pompom,sc/animals.sc,accessory_hat_marine_pompom,TID_ANIMAL_ACCESSORY_HAT_MARINE_POMPOM,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_marine_pompom_64x64,icon_hat_marine_pompom_64x64_shadow
Marine Feather,sc/animals.sc,accessory_hat_marine_feather,TID_ANIMAL_ACCESSORY_HAT_MARINE_FEATHER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_marine_feather_64x64,icon_hat_marine_feather_64x64_shadow
Mexican Flat,sc/animals.sc,accessory_hat_mexican_felt,TID_ANIMAL_ACCESSORY_HAT_MEXICAN_FELT,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_mexican_felt_64x64,icon_hat_mexican_felt_64x64_shadow
Mexican Tall,sc/animals.sc,accessory_hat_mexican_plain,TID_ANIMAL_ACCESSORY_HAT_MEXICAN_PLAIN,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_mexican_plain_64x64,icon_hat_mexican_plain_64x64_shadow
Mexican Buckle,sc/animals.sc,accessory_hat_mexican_buckle,TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BUCKLE,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_mexican_buckle_64x64,icon_hat_mexican_buckle_64x64_shadow
Boater Feather,sc/animals.sc,accessory_hat_boater_feather,TID_ANIMAL_ACCESSORY_HAT_BOATER_FEATHER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_boater_feather_64x64,icon_hat_boater_feather_64x64_shadow
Boater Spanish,sc/animals.sc,accessory_hat_boater_pearls,TID_ANIMAL_ACCESSORY_HAT_BOATER_PEARLS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_boater_pearls_64x64,icon_hat_boater_pearls_64x64_shadow
Boater Dixieland,sc/animals.sc,accessory_hat_boater_plain,TID_ANIMAL_ACCESSORY_HAT_BOATER_PLAIN,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_boater_plain_64x64,icon_hat_boater_plain_64x64_shadow
Boater Pompom,sc/animals.sc,accessory_hat_boater_pompom,TID_ANIMAL_ACCESSORY_HAT_BOATER_POMPOM,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_boater_pompom_64x64,icon_hat_boater_pompom_64x64_shadow
Bowler Umbrella,sc/animals.sc,accessory_hat_bowlerhat_umbrella,TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_UMBRELLA,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bowlerhat_umbrella_64x64,icon_hat_bowlerhat_umbrella_64x64_shadow
Bowler Hammer,sc/animals.sc,accessory_hat_bowlerhat_hammer,TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_HAMMER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bowlerhat_hammer_64x64,icon_hat_bowlerhat_hammer_64x64_shadow
Bowler Periscope,sc/animals.sc,accessory_hat_bowlerhat_periscope,TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_PERISCOPE,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bowlerhat_periscope_64x64,icon_hat_bowlerhat_periscope_64x64_shadow
Bowler Bulb,sc/animals.sc,accessory_hat_bowlerhat_bulb,TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BULB,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bowlerhat_bulb_64x64,icon_hat_bowlerhat_bulb_64x64_shadow
Bowler Green,sc/animals.sc,accessory_hat_bowlerhat_basic,TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bowlerhat_basic_64x64,icon_hat_bowlerhat_basic_64x64_shadow
Bowler Powder,sc/animals.sc,accessory_hat_bowlerhat_basic2,TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC2,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bowlerhat_basic2_64x64,icon_hat_bowlerhat_basic2_64x64_shadow
Birthday Hat Party Mexican,sc/animals.sc,accessory_hat_mexican_birthday,TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BIRTHDAY,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_mexican_birthday_64x64,icon_hat_mexican_birthday_64x64_shadow
Elf Red,sc/animals.sc,accessory_hat_elf_red,TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_RED,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_elf_red_64x64,icon_hat_elf_red_64x64_shadow
Elf Green,sc/animals.sc,accessory_hat_elf_green,TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_GREEN,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_elf_green_64x64,icon_hat_elf_green_64x64_shadow
Balloon Chicken,sc/animals.sc,accessory_hat_balloon_chicken,TID_ANIMAL_ACCESSORY_HAT_BALLOON_CHICKEN,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_balloon_chicken_64x64,icon_hat_balloon_chicken_64x64_shadow
Balloon Stars,sc/animals.sc,accessory_hat_balloon_stars,TID_ANIMAL_ACCESSORY_HAT_BALLOON_STARS,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_balloon_stars_64x64,icon_hat_balloon_stars_64x64_shadow
Trapper,sc/animals.sc,accessory_hat_trapper,TID_ANIMAL_ACCESSORY_HAT_TRAPPER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_winter_trapper_64x64,icon_hat_winter_trapper_64x64_shadow
Snowman Hat,sc/animals.sc,accessory_hat_snowman,TID_ANIMAL_ACCESSORY_HAT_SNOWMAN,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_winter_snowman_64x64,icon_hat_winter_snowman_64x64_shadow
Shamrock Hat,sc/animals.sc,accessory_hat_shamrock,TID_ANIMAL_ACCESSORY_HAT_SHAMROCK,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_shamrock_64x64,icon_hat_shamrock_64x64_shadow
Valentine's Headband,sc/animals.sc,accessory_hat_headband_valentine,TID_ANIMAL_ACCESSORY_HAT_VALENTINE_HEADBAND,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_headband_valentine_64x64,icon_hat_headband_valentine_64x64_shadow
Bucket Easter,sc/animals.sc,accessory_hat_bucket_easter24,TID_ANIMAL_ACCESSORY_HAT_BUCKET_EASTER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_buckethat_easter24_64x64,icon_hat_bucket_easter24_64x64_shadow
Flowerhat Golden Week,sc/animals.sc,accessory_hat_flower,TID_ANIMAL_ACCESSORY_HAT_GOLDENWEEK_FLOWER,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_flower_64x64,icon_hat_flower_64x64_shadow
Rock’n roll Wig,sc/animals.sc,accessory_hat_wig_rocknroll,TID_ANIMAL_ACCESSORY_HAT_ROCKNROLL_WIG,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_wig_rocknroll_64x64,icon_hat_wig_rocknroll_64x64_shadow
Squad Wizard Hat,sc/animals.sc,accessory_hat_squad_wizard,TID_ANIMAL_ACCESSORY_HAT_SQUAD_WIZARD,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_squad_wizard_64x64,icon_hat_squad_wizard_64x64_shadow
Straw Hat,sc/animals.sc,accessory_hat_straw,TID_ANIMAL_ACCESSORY_HAT_STRAW_HAT,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_straw_64x64,icon_hat_straw_64x64_shadow
Golden leaf tiara,sc/animals.sc,accessory_hat_headband_laurel,TID_ANIMAL_ACCESSORY_HAT_GOLDEN_LEAF_TIARA,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_headband_laurel_64x64,icon_hat_headband_laurel_64x64_shadow
Bat Headband,sc/animals.sc,accessory_hat_headband_bat,TID_ANIMAL_ACCESSORY_HAT_BAT_HEADBAND,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_headband_bat_64x64,icon_hat_headband_bat_64x64_shadow
Pilgrim Hat,sc/animals.sc,accessory_hat_pilgrim,TID_ANIMAL_ACCESSORY_HAT_PILGRIM,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_pilgrim _64x64,icon_hat_pilgrim_64x64_shadow
Snowflake Headband,sc/animals.sc,accessory_hat_headband_snowflake,TID_ANIMAL_ACCESSORY_HAT_SNOWFLAKE_HEADBAND,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_headband_snowflake_64x64,icon_hat_headband_snowflakeband_64x64_shadow
Parade Hat,sc/animals.sc,accessory_hat_paradehat,TID_ANIMAL_ACCESSORY_HAT_PARADE,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_paradehat_64x64,icon_hat_paradehat_64x64_shadow
Butterfly Headband,sc/animals.sc,accessory_headband_butterfly,TID_ANIMAL_ACCESSORY_HAT_BUTTERFLY_HEADBAND,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_headband_butterfly_64x64,icon_headband_butterfly_64x64_shadow
Faux fur Hat,sc/animals.sc,accessory_hat_faux_fur,TID_ANIMAL_ACCESSORY_HAT_FAUX_FUR,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_faux_furhat_64x64,icon_hat_faux_furhat_64x64_shadow
Bouquet Hat,sc/animals.sc,accessory_hat_bouquet,TID_ANIMAL_ACCESSORY_HAT_BOUQUET,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_bouquethat_64x64,icon_hat_bouquethat_64x64_shadow
Earth Day Headband,sc/animals.sc,accessory_headband_earthday,TID_ANIMAL_ACCESSORY_EARTHDAY_HEADBAND,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_headband_earthday_64x64,icon_headband_earthday_64x64_shadow
Floral Braid,sc/animals.sc,accessory_headband_floral_braid,TID_ANIMAL_ACCESSORY_FLORAL_BRAID,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_headband_floral_braid_64x64,icon_headband_floral_braid_64x64_shadow
Floral Wreath,sc/animals.sc,accessory_hat_floral_wreath,TID_ANIMAL_ACCESSORY_HAT_FLORAL_WREATH,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_floral_wreath_64x64,icon_hat_floral_wreath_64x64_shadow
Groovy Hat,sc/animals.sc,accessory_hat_groovy,TID_ANIMAL_ACCESSORY_HAT_GROOVY_HAT,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_groovy_64x64,icon_hat_groovy_64x64_shadow
Elephant Cap,sc/animals.sc,accessory_hat_elephant_cap,TID_ANIMAL_ACCESSORY_HAT_ELEPHANT_CAP,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_elephant_cap_64x64,icon_hat_elephant_cap_64x64_shadow
Garden Bonnet,sc/animals.sc,accessory_hat_garden_bonnet,TID_ANIMAL_ACCESSORY_HAT_GARDEN_BONNET,TID_ANIMAL_ACCESSORY_HAT_DESC,sc/animals.sc,icon_hat_garden_bonnet_64x64,icon_hat_garden_bonnet_64x64_shadow
