Name,Category,TaskType,FarmPoints,Good,Amount,Probability,TID,IconFileName,IconExportName,Tags,DerbyTaskTags,MinXPLevelForSpawn,MinRepLevelForSpawn,MaxXPLevelForSpawn
Harvest_Onion_Lv80,,HarvestField,50,Onion,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_onion,harvest,,80,,
Harvest_Cucumber_Lv80,,HarvestField,50,Cucumber,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_cucumber,harvest,,80,,
Harvest_Beetroot_Lv80,,HarvestField,50,Beetroot,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_beetroot,harvest,,80,,
Harvest_Bellpepper_Lv80,,HarvestField,50,Bellpepper,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_bellpepper,harvest,,80,,
Harvest_Ginger_Lv80,,HarvestField,50,Ginger,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_ginger,harvest,,80,,
Harvest_TeaLeaves_Lv80,,HarvestField,50,TeaLeaves,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_tea,harvest,,80,,
Harvest_Peony_Lv80,,HarvestField,50,Peony,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_peony,harvest,,82,,
Harvest_Broccoli_Lv80,,HarvestField,50,Broccoli,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_broccoli,harvest,,83,,
Harvest_Grapes_Lv80,,HarvestField,50,Grapes,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_grape,harvest,,84,,
Harvest_Mint_Lv80,,HarvestField,50,Mint,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_mint,harvest,,85,,
Harvest_Mushroom_Lv80,,HarvestField,50,Mushroom,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_mushroom,harvest,,89,,
Harvest_Eggplant_Lv80,,HarvestField,50,Eggplant,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_eggplant,harvest,,90,,
Harvest_Watermelon_Lv80,,HarvestField,50,Watermelon,540,1,TID_FARM_PASS_TASK_HARVEST_CROP,sc/icons.sc,tool_plant_watermelon,harvest,,92,,
Harvest_Any_Lv80,,HarvestField,50,,750,8,TID_FARM_PASS_TASK_HARVEST_ANY_FIELDS,sc/icons.sc,tool_harvest,harvest,,80,,
DailyTruckOrder_1,Daily,CompleteTruckOrder,3,,1,1,TID_FARM_PASS_TASK_CAR_ORDER_ONE,sc/icons.sc,nh_derby_task_car_order,truck,,4,,
DailyTruckOrder_2,Daily,CompleteTruckOrder,3,,2,1,TID_FARM_PASS_TASK_CAR_ORDERS,sc/icons.sc,nh_derby_task_car_order,truck,,4,,
TruckOrder_20,,CompleteTruckOrder,50,,20,1,TID_FARM_PASS_TASK_CAR_ORDERS,sc/icons.sc,nh_derby_task_car_order,truck,,4,,
BoatOrder_5,,CompleteBoatOrder,50,,5,1,TID_FARM_PASS_TASK_BOAT_ORDERS,sc/icons.sc,nh_derby_task_boat_order,boat,,17,,
BoatOrder_4,,CompleteBoatOrder,50,,4,1,TID_FARM_PASS_TASK_BOAT_ORDERS,sc/icons.sc,nh_derby_task_boat_order,boat,,17,,
DailyBoatCrate_3,Daily,FillBoatCrate,3,,3,1,TID_FARM_PASS_TASK_BOAT_CRATES,sc/icons.sc,task_icon_crate,boat,,17,,
DailyCatchFish_2,Daily,CatchFish,3,,2,1,TID_FARM_PASS_TASK_CATCH_FISH,sc/icons.sc,nh_derby_task_fishing_order,fish,,27,,
CatchDuck_10,,UseNet,50,Duck,10,1,TID_FARM_PASS_TASK_CATCH_DUCK,sc/fishing_icons.sc,icon_duck,fish,nets,50,,
CatchLobster_10,,UseNet,50,Lobster,10,1,TID_FARM_PASS_TASK_CATCH_LOBSTER,sc/fishing_icons.sc,icon_lobster,fish,nets,44,,
DailyFeedPet_Cat1,Daily,FeedPet,3,CatHouse,1,1,TID_FARM_PASS_TASK_FEED_CAT_ONE,sc/animals.sc,cat01_eat,pet,,21,,
DailyFeedPet_Dog1,Daily,FeedPet,3,DogHouse,1,1,TID_FARM_PASS_TASK_FEED_DOG_ONE,sc/animals.sc,dog01a_eating01,pet,,20,,
DailyFeedPet_Horse1,Daily,FeedPet,3,HorseHouse,1,1,TID_FARM_PASS_TASK_FEED_HORSE_ONE,sc/animals02.sc,horse01bay_eating01,pet,,27,,
DailyFeedPet_Donkey1,Daily,FeedPet,3,DonkeyHouse,1,1,TID_FARM_PASS_TASK_FEED_DONKEY_ONE,sc/animals.sc,donkey01grey_eat,pet,,43,,
DailyFeedPet_Bunny1,Daily,FeedPet,3,BunnyHouse,1,1,TID_FARM_PASS_TASK_FEED_BUNNY_ONE,sc/animals.sc,bunny_01_white_eating01,pet,,31,,
DailyFeedPet_Kitten1,Daily,FeedPet,3,KittenHouse,1,1,TID_FARM_PASS_TASK_FEED_KITTEN_ONE,sc/animals02.sc,kitten_01_eating,pet,,49,,
DailyFeedPet_Puppy1,Daily,FeedPet,3,PuppyHouse,1,1,TID_FARM_PASS_TASK_FEED_PUPPY_ONE,sc/animals02.sc,puppy_01_eating,pet,,50,,
OpenMysteryBox_Farm5,,OpenMysteryBox,50,Box1,5,1,TID_FARM_PASS_TASK_OPEN_FARM_BOXES,sc/icons.sc,icon_mysterybox_orignal,other,,1,,
,,,,Box2,,,,,,,,,,
,,,,Box3,,,,,,,,,,
,,,,Box4,,,,,,,,,,
,,,,Box5,,,,,,,,,,
,,,,Box6,,,,,,,,,,
,,,,Box7,,,,,,,,,,
,,,,Box8,,,,,,,,,,
,,,,Box9,,,,,,,,,,
,,,,Box10,,,,,,,,,,
,,,,Box11,,,,,,,,,,
,,,,Box12,,,,,,,,,,
,,,,Box13,,,,,,,,,,
,,,,Box14,,,,,,,,,,
,,,,Box15,,,,,,,,,,
,,,,Box16,,,,,,,,,,
,,,,Box17,,,,,,,,,,
,,,,Box18,,,,,,,,,,
,,,,Box19,,,,,,,,,,
,,,,Box20,,,,,,,,,,
,,,,Box21,,,,,,,,,,
,,,,Box22,,,,,,,,,,
,,,,Box23,,,,,,,,,,
,,,,Box24,,,,,,,,,,
,,,,Box25,,,,,,,,,,
,,,,Box26,,,,,,,,,,
,,,,Box27,,,,,,,,,,
,,,,Box28,,,,,,,,,,
,,,,Box29,,,,,,,,,,
,,,,Box30,,,,,,,,,,
,,,,Box31,,,,,,,,,,
,,,,Box32,,,,,,,,,,
,,,,Box33,,,,,,,,,,
,,,,Box34,,,,,,,,,,
,,,,Box35,,,,,,,,,,
,,,,Box36,,,,,,,,,,
,,,,Box37,,,,,,,,,,
,,,,Box38,,,,,,,,,,
,,,,Box39,,,,,,,,,,
,,,,Box40,,,,,,,,,,
,,,,Box41,,,,,,,,,,
,,,,Box42,,,,,,,,,,
,,,,Box43,,,,,,,,,,
,,,,Box44,,,,,,,,,,
,,,,Box45,,,,,,,,,,
,,,,Box46,,,,,,,,,,
,,,,Box47,,,,,,,,,,
,,,,Box48,,,,,,,,,,
,,,,Box49,,,,,,,,,,
,,,,Box50,,,,,,,,,,
,,,,Box51,,,,,,,,,,
,,,,Box52,,,,,,,,,,
,,,,Box53,,,,,,,,,,
,,,,Box54,,,,,,,,,,
,,,,Box55,,,,,,,,,,
,,,,Box56,,,,,,,,,,
,,,,Box57,,,,,,,,,,
,,,,Box58,,,,,,,,,,
,,,,Box59,,,,,,,,,,
,,,,Box60,,,,,,,,,,
,,,,Box61,,,,,,,,,,
,,,,Box62,,,,,,,,,,
,,,,Box63,,,,,,,,,,
,,,,Box64,,,,,,,,,,
,,,,Box65,,,,,,,,,,
,,,,Box66,,,,,,,,,,
,,,,Box67,,,,,,,,,,
,,,,Box68,,,,,,,,,,
,,,,Box69,,,,,,,,,,
,,,,Box70,,,,,,,,,,
,,,,Box71,,,,,,,,,,
,,,,Box72,,,,,,,,,,
,,,,Box73,,,,,,,,,,
,,,,Box74,,,,,,,,,,
,,,,Box75,,,,,,,,,,
,,,,Box76,,,,,,,,,,
,,,,Box77,,,,,,,,,,
,,,,Box78,,,,,,,,,,
,,,,Box79,,,,,,,,,,
,,,,Box80,,,,,,,,,,
,,,,Box81,,,,,,,,,,
,,,,Box82,,,,,,,,,,
,,,,Box83,,,,,,,,,,
,,,,Box84,,,,,,,,,,
,,,,Box85,,,,,,,,,,
,,,,Box86,,,,,,,,,,
,,,,Box87,,,,,,,,,,
,,,,Box88,,,,,,,,,,
,,,,Box89,,,,,,,,,,
,,,,Box90,,,,,,,,,,
,,,,Box91,,,,,,,,,,
,,,,Box92,,,,,,,,,,
,,,,Box93,,,,,,,,,,
,,,,Box94,,,,,,,,,,
,,,,Box95,,,,,,,,,,
,,,,Box96,,,,,,,,,,
,,,,Box97,,,,,,,,,,
,,,,Box98,,,,,,,,,,
,,,,Box99,,,,,,,,,,
,,,,Box100,,,,,,,,,,
,,,,Box101,,,,,,,,,,
,,,,Box102,,,,,,,,,,
,,,,Box103,,,,,,,,,,
,,,,Box104,,,,,,,,,,
,,,,Box105,,,,,,,,,,
,,,,Box106,,,,,,,,,,
,,,,Box107,,,,,,,,,,
,,,,Box108,,,,,,,,,,
,,,,Box109,,,,,,,,,,
,,,,Box110,,,,,,,,,,
,,,,Box111,,,,,,,,,,
,,,,Box112,,,,,,,,,,
,,,,Box113,,,,,,,,,,
,,,,Box114,,,,,,,,,,
,,,,Box115,,,,,,,,,,
,,,,Box116,,,,,,,,,,
,,,,Box117,,,,,,,,,,
,,,,Box118,,,,,,,,,,
,,,,Box119,,,,,,,,,,
,,,,Box120,,,,,,,,,,
,,,,Box121,,,,,,,,,,
,,,,Box122,,,,,,,,,,
,,,,Box111_free,,,,,,,,,,
,,,,Box85_free,,,,,,,,,,
,,,,Box7_free,,,,,,,,,,
OpenMysteryBox_Town5,,OpenMysteryBox,50,TownCrate1,5,1,TID_FARM_PASS_TASK_OPEN_TOWN_BOXES,sc/icons.sc,icon_mystery_crate_town,other,,35,,
,,,,TownCrate2,,,,,,,,,,
,,,,TownCrate3,,,,,,,,,,
,,,,TownCrate4,,,,,,,,,,
,,,,TownCrate5,,,,,,,,,,
,,,,TownCrate6,,,,,,,,,,
,,,,TownCrate7,,,,,,,,,,
,,,,TownCrate8,,,,,,,,,,
,,,,TownCrate9,,,,,,,,,,
,,,,TownCrate10,,,,,,,,,,
,,,,TownCrate11,,,,,,,,,,
